CHR	START	STOP	GENE	17401.best.score.totallist	17320.best.score.totallist	17370.best.score.totallist	17300.best.score.totallist	17392.best.score.totallist	17367.best.score.totallist	17316.best.score.totallist	17371.best.score.totallist	17299.best.score.totallist	17397.best.score.totallist	17398.best.score.totallist	17360.best.score.totallist	17329.best.score.totallist	17327.best.score.totallist	17391.best.score.totallist	17306.best.score.totallist	17311.best.score.totallist	17308.best.score.totallist	17315.best.score.totallist	17384.best.score.totallist	17386.best.score.totallist	17319.best.score.totallist	17304.best.score.totallist	17314.best.score.totallist	17389.best.score.totallist	17369.best.score.totallist	17309.best.score.totallist	17313.best.score.totallist	17364.best.score.totallist	17362.best.score.totallist	17312.best.score.totallist	17365.best.score.totallist	17301.best.score.totallist	17374.best.score.totallist	17328.best.score.totallist	17368.best.score.totallist	17373.best.score.totallist	17298.best.score.totallist	17387.best.score.totallist	17403.best.score.totallist	17310.best.score.totallist	17399.best.score.totallist	17382.best.score.totallist	17402.best.score.totallist	17296.best.score.totallist	17333.best.score.totallist	17326.best.score.totallist	17376.best.score.totallist	17330.best.score.totallist	17317.best.score.totallist	17305.best.score.totallist
1	17018880	17018959	SDHB	0.0385057200707713	0.0401180016188713	0.0521765623049242	0.0393962701817347	0.0529195431645443	0.0443841748561187	0.0435494591857075	0.0493037940854499	0.0421694944059712	0.0529435595408712	0.0425002485194552	0.0525710328175253	0.0405261836049242	0.0369749853327698	0.0398196592612987	0.0431180074768901	0.0378199457536736	0.0405868201040928	0.0444039961242785	0.0494725694476778	0.0496759876321788	0.0392204740424456	0.0429659055180674	0.0441993331347278	0.0354719952212097	0.0536612214714743	0.0398070434505429	0.0417571686135294	0.0506023146259313	0.0510032884412837	0.0372034781445641	0.0508929093134641	0.0408559804167801	0.0394106733080818	0.039953846108554	0.0357661306613296	0.0515969833113305	0.0435495300612373	0.0452081878907294	0.0462308197883372	0.0433840074000478	0.0417869865436417	0.0523323986948756	0.0529830942819584	0.0397026278995511	0.0378410585537444	0.0381486770974778	0.0391217918027492	0.0444745713116014	0.0434626675670175	0.0431676279172016
1	17022607	17022731	SDHB	0.0740203120556005	0.0745388081060532	0.0708224552924238	0.0709034778882716	0.0838359872419298	0.0640232848358018	0.073955823316467	0.0814755051183639	0.0825501599914528	0.0724543786148702	0.0705194179982402	0.0909853927860299	0.0741716130725815	0.0717891449450111	0.0710983418714801	0.0787223441575829	0.0719621272687815	0.0775124510484505	0.0791408321843785	0.0744287331286415	0.0767041461311874	0.0749210982443828	0.0774872055824659	0.0787794631878444	0.0689673130137942	0.0888250583113505	0.0732988854143858	0.0827045509053873	0.0829163972445012	0.084391849205416	0.0787478846472537	0.0675325668739144	0.0722765725425661	0.0731221492959216	0.0740854370861731	0.0688219577933422	0.0776750828870264	0.0779229534673682	0.0832934326081854	0.079436943202893	0.0774733554636984	0.0736963696098282	0.0761021569297946	0.0757709830123033	0.0620249589172732	0.0723231308021413	0.0780358573037673	0.0745277171729569	0.079771092147434	0.0751845648091107	0.0766787856691341
1	17023972	17024075	SDHB	0.081906951912545	0.0808779660859558	0.0738999250492547	0.0744678466252225	0.0693201181398872	0.0630981091896045	0.0775601248573157	0.0648864516566576	0.0709815562554337	0.0721007014729602	0.0772957979994821	0.074962870233599	0.0758808740817706	0.0778654686482593	0.07297156277075	0.076109414023541	0.0771515630767237	0.0692847170188184	0.0767845151315879	0.0740280394923774	0.0746990236971244	0.0740659672979518	0.0739887775406942	0.0712380693445687	0.0749356537290893	0.0659732742534849	0.0751426866750651	0.0723679891164161	0.0632949651559334	0.0747212270077381	0.0693160702560364	0.0713171718173808	0.0805174735248189	0.0809018674161587	0.0745239005830221	0.0749463438710853	0.0724342133279724	0.0708771186679055	0.0727477333201509	0.0682823814523723	0.0720909026490658	0.0721157719615374	0.0649761202231083	0.067064870816688	0.0842418493088881	0.0798653400455462	0.0736665460688754	0.0653297248350663	0.0704387066623475	0.0769896161967582	0.0746005717377271
1	17027748	17027866	SDHB	0.0642960718656145	0.0787723194663311	0.0575484933528741	0.0816996365662141	0.0611994285534055	0.0686208547961181	0.0790422316212321	0.0576821442482117	0.0844022278877769	0.0580543444747933	0.0739255822394731	0.0552589465341184	0.0794360115771143	0.0725637067647169	0.0621191011013519	0.0804916112688382	0.0647671746536521	0.083403543268369	0.0771208143839752	0.069711528245912	0.0583764792740799	0.082140129468261	0.0834025882413886	0.0781469908489856	0.0614389285357967	0.0605395076467772	0.0816389261389741	0.0802988488875626	0.0573786205838432	0.0537292874223319	0.083423346496367	0.0690338856404092	0.0785793700948846	0.0654693424255762	0.0800930643272892	0.0650802422516819	0.0696236213300696	0.078791615644435	0.0591365063920274	0.057840490143295	0.0836167062798102	0.0758802395143033	0.0716189903917202	0.06059306662568	0.0681786485256391	0.073804745893505	0.0811173618060399	0.0736222941059339	0.0750236258872627	0.0783118141618705	0.0834034546380187
1	17028599	17028737	SDHB	0.0469537365963899	0.0430997563355644	0.0525264285266833	0.0443086239182102	0.0531493679602819	0.0572048762163896	0.0483968996817943	0.0477912317059374	0.0389828897474661	0.0562062494153536	0.048326995224273	0.0501846900662703	0.0423910501071567	0.0454616851633356	0.051919026401856	0.0454072283424161	0.0453842438307763	0.0436951568060702	0.0445368345438806	0.0574705159289883	0.0512280308102597	0.0443175674026456	0.0461518014244451	0.0451876301135893	0.0583504062436868	0.0523665709832669	0.0441277000255392	0.0397839299183268	0.0494892316913122	0.0454926532999387	0.0428389061717149	0.0537452808661715	0.0435577058555025	0.0441549608746187	0.0458228945130952	0.0576484915269849	0.0547120563191389	0.0462483104299381	0.0497839411876545	0.0481927804099485	0.046151177638237	0.0503318362536433	0.0557479570642771	0.0505209253298291	0.058069526531483	0.0462017039224267	0.0434574405869535	0.0506476630700899	0.0425649151231237	0.0484018909609825	0.0440260306080663
1	17033059	17033146	SDHB	0.0482109377250537	0.0475114608460269	0.0451310666901103	0.0475488405502761	0.045298092401118	0.0415435030613704	0.0506871722262549	0.0461819397697945	0.0505394693458162	0.0424733321073871	0.0430472968397546	0.0405157231651938	0.0473545809800459	0.046453886528833	0.043160486308602	0.0534118725408912	0.0462411567466307	0.0478397223546952	0.0522609098151373	0.0458151836305991	0.0481021156371395	0.0442381286516413	0.0475906470614393	0.0531595215045234	0.0440797767697689	0.046566959445399	0.0460704479087826	0.0524317352090234	0.0444935484861755	0.0479157778747448	0.0479787197475046	0.0459012313853437	0.047970638643109	0.0467893647655388	0.0527904518900015	0.0434246293763428	0.0432313528579526	0.0484312551146558	0.0470249186236243	0.0458011417509382	0.0527068136911879	0.0397255899667053	0.0478627475248379	0.0475475710426472	0.043690614742902	0.0462407721057693	0.046873819488591	0.0445625411446134	0.0471373660609109	0.0520227152110839	0.052045757963799
1	17044760	17044889	SDHB	0.061555656627684	0.0692598640851933	0.0604231148634944	0.0693054958736729	0.0592619751233352	0.0575811583535537	0.0687196464399146	0.0562092626296762	0.0680206502081289	0.0581441490444611	0.0636335019906308	0.0547332570662827	0.0711967512448202	0.0601176767065771	0.0613021107493401	0.0702231720903751	0.0611267569162215	0.0706631085650736	0.0720496264619955	0.0617882992597469	0.0606334504448187	0.06661910289315	0.0687572373281306	0.0681247986871814	0.060994634676816	0.0602145478048608	0.0698477513873995	0.0695180624213728	0.0556144941267652	0.0567987019204895	0.0705424875722181	0.0606227798268642	0.0693395947057346	0.0700097434693125	0.0693734331444108	0.0622999977379688	0.0595489265881687	0.0696242656021296	0.0564804692603798	0.0560771890815317	0.0683278930520169	0.0553420986540737	0.0603466404406956	0.060399911465681	0.0594543312284016	0.0629004390907389	0.0676765071985342	0.0621314569848911	0.072031021179406	0.0699743163670731	0.0686842259769472
1	17053947	17054020	SDHB	0.10291478067115	0.148724545372464	0.137166762325675	0.147967856560555	0.133792268994333	0.138047447747559	0.107844127297986	0.134988011130666	0.142188383165882	0.137240771544699	0.099624073716903	0.138026410493675	0.148930279310652	0.146110340781551	0.0950337474930477	0.108342799682615	0.146152272560788	0.147002087298224	0.104448698160032	0.0880760373485691	0.134673109736087	0.148165315299067	0.145574673844669	0.107151634076151	0.0925212868730455	0.131297409193404	0.14855206985937	0.142213433242444	0.13460097395063	0.137632027868735	0.14755643351088	0.137450935021105	0.148428075387143	0.106522108971608	0.148429954840228	0.0919308324432251	0.134007859859126	0.104085057770605	0.130743409112039	0.135039539055402	0.142848669484684	0.0961328134973194	0.131236862563884	0.132153264809062	0.105885330618506	0.143867032183564	0.146617204245824	0.134612358949906	0.106797518203141	0.107166972285698	0.145702988736548
1	45329305	45329438	MUTYH	0.0457852416302304	0.0456380043687338	0.05725561849746	0.0482755636902366	0.0654185935693292	0.0537753828997925	0.0481322002166151	0.0657668628773517	0.0449839729718672	0.0577548763800417	0.0444501623234219	0.0680374722056024	0.0458366266830096	0.0455071091544165	0.0508872716412581	0.045113773287595	0.04435175659814	0.0448061660397878	0.0439591046802727	0.0553611112507749	0.0633623682165028	0.0476946903344259	0.0470367594865036	0.045917774931722	0.0552116136214296	0.0663705938148272	0.0482240180366186	0.0440510090046134	0.0666738982171516	0.0659812151667712	0.0453011796006388	0.0550968789665401	0.0454149195541504	0.0466127180825383	0.045972416857952	0.0544292721014965	0.0565118734917487	0.046578777034439	0.0675524149378016	0.0675571431210492	0.0463988667522036	0.0465292349439803	0.0650345331876354	0.0641023362539681	0.0520387010615584	0.0435307724938389	0.0499638806714651	0.0521612415911928	0.0445050928883099	0.0461901380101855	0.0466287381636326
1	45330515	45330558	MUTYH	0.052038848011466	0.0516666185800023	0.0498375084152207	0.0473895838092244	0.0536688465650218	0.0445174959159857	0.0481851939846639	0.0511493240674063	0.0538617709946482	0.047902886854428	0.0463608133033101	0.0502695890945507	0.0514403258179428	0.0507988714311785	0.0479877934799615	0.0530309737159099	0.0513479260331148	0.0512753443106455	0.0532142747894859	0.0475819712904493	0.0455884877023743	0.0467507902750869	0.0482994086487139	0.0532637470879759	0.0461716713513525	0.0516065263562394	0.0475561665546917	0.053701257112916	0.0522358607294752	0.0512662921036046	0.0501869962746009	0.0475948084378192	0.0521568325932786	0.0529633262056097	0.047101249130393	0.0459409153317541	0.0480112837773197	0.0498963587176232	0.05165125393082	0.0498645875074845	0.0491234522134797	0.0490375491414487	0.0511364782868912	0.0518988473923665	0.048972516075242	0.0512454756810721	0.0489917956209679	0.0486056261948948	0.0529877990481307	0.0457826593819289	0.0498396022399899
