CHR	START	STOP	GENE	AUTO_RATIO	AUTO_ZSCORE	AUTO_VC	GENE_RATIO	GENE_ZSCORE	GENE_VC	ABBERATION	QUALITY	SHAPIRO.WILK	CNV.type
1	17018880	17018959	SDHB	1.00393789983792	0.0904236220507487	0.0435494591857075	1.01418611299469	0.293256309857473	0.0483744510103998	.	.	0.99354	
1	17022607	17022731	SDHB	0.86524642868295	-1.82208195750078	0.073955823316467	0.874477349634069	-1.77166756060328	0.0708500020868413	.	.	0.66989	
1	17023972	17024075	SDHB	1.01546043536934	0.199334843745842	0.0775601248573157	1.02733557291094	0.455170359364309	0.060055696397092	.	.	0.55851	
1	17027748	17027866	SDHB	0.992513285964379	-0.094717898040845	0.0790422316212321	1.00358356258977	0.0517063839263401	0.0693059989434987	.	.	0.38695	
1	17028599	17028737	SDHB	1.00680938086108	0.140698699830918	0.0483968996817943	1.01781755877728	0.481503931336582	0.0370039736286676	.	.	0.62453	
1	17033059	17033146	SDHB	0.903286247379446	-1.90805184769132	0.0506871722262549	0.912586624526736	-1.61713979276217	0.0540543098775382	.	.	0.089011	
1	17044760	17044889	SDHB	1.07982774251571	1.16164367326175	0.0687196464399146	1.0910533947651	1.30773050477236	0.0696270328120431	.	.	0.44052	
1	17053947	17054020	SDHB	0.974087285864218	-0.240279325217056	0.107844127297986	0.985477655612105	-0.152723450898881	0.0950891582296037	.	LOW_QUALITY	0.062115	
1	45329305	45329438	MUTYH	1.02381737730721	0.494832507137041	0.0481322002166151	1.08385580902198	1.07463259019588	0.0780320732751052	.	.	0.47139	
1	45330515	45330558	MUTYH	1.08143025779908	1.68994355039837	0.0481851939846639	1.14511431115182	1.93864279770693	0.0748535580270217	.	.	0.8578	
1	45331181	45331335	MUTYH	0.973762253885454	-0.500626584234937	0.0524098139027971	1.03374751415248	1.14665730798374	0.0294312118516251	.	.	0.59227	
1	45331419	45331557	MUTYH	0.889414179564863	-0.529761659454994	0.208746364447938	0.950892064951376	-0.300446085780855	0.163450074315307	.	LOW_QUALITY	0.10226	
1	45331660	45331850	MUTYH	0.939931675834021	-0.79332876331216	0.0757168111681628	0.998849477239938	-0.0260924639835993	0.0440940633581144	.	.	0.91672	
1	45332022	45332087	MUTYH	0.869718583338705	-1.11578389448936	0.116762230844816	0.925963149837351	-0.956684908533822	0.0773889600454921	.	LOW_QUALITY	0.52268	
1	45332165	45332311	MUTYH	0.912330095770137	-1.05789928413317	0.0828716925559681	0.970083413935583	-0.711759323502459	0.0420318850439523	.	.	0.77827	
1	45332390	45332489	MUTYH	0.87819290568581	-1.08862896839826	0.111890366552903	0.935139739210887	-0.942431415340429	0.0688222609447752	.	LOW_QUALITY	0.88343	
1	45332573	45332688	MUTYH	0.911803866473502	-0.981403695785754	0.0898673338048562	0.969748376581422	-0.631637971841154	0.0478939277991763	.	.	0.060553	
1	45332762	45332835	MUTYH	0.990089777735295	-0.0811830962583346	0.122072484562175	1.054540646522	0.697841196960625	0.0781562435114791	.	LOW_QUALITY	0.20885	
1	45332917	45332960	MUTYH	0.792338099900169	-2.04401120352149	0.101595284674597	0.843089049043887	-2.43017550499758	0.0645677444420909	.	LOW_QUALITY	0.63791	
1	45333096	45333171	MUTYH	0.912555869513474	-1.0266703165755	0.0851725515725432	0.968902776359052	-0.420653922791846	0.0739259090573987	.	.	0.04978	
1	45333284	45333325	MUTYH	0.908202504688352	-1.57501943351015	0.0582834048638149	0.963857932911119	-0.78792880929408	0.0458697114035736	.	.	0.96116	
1	45333412	45333604	MUTYH	0.970788959045976	-0.423251434930818	0.0690158108000243	1.03119369705534	0.710396362707456	0.0439102713539504	.	.	0.048228	
1	45334390	45334512	MUTYH	0.956269819020608	-0.781771718277315	0.0559372767740366	1.01461682135422	0.302279910887908	0.0483552522934389	.	.	0.54809	
1	45340218	45340255	MUTYH	0.930569423292364	-1.28484851306301	0.054037947665999	0.984864857607758	-0.179189345868353	0.0844645216985238	.	.	0.21125	
1	241497827	241497971	FH	1.00954460717212	0.16527950859569	0.0577482789803808	0.975560915714255	-0.466288368037453	0.0524119535484143	.	.	0.62153	
1	241500436	241500591	FH	1.02163245999544	0.535628430879967	0.0403870645176478	0.986797389942865	-0.292689177130089	0.0451079544060718	.	.	0.86136	
1	241502442	241502571	FH	1.08631199965676	2.16033274282081	0.0399531044204129	1.04977861128072	1.54453725298734	0.0322288188157582	.	.	0.74285	
1	241504041	241504246	FH	1.02143066511262	0.352651553258921	0.0607700856966928	0.987320848202914	-0.250775010195387	0.050559869530889	.	.	0.077209	
1	241506002	241506169	FH	1.03904864288506	1.01855120092523	0.0383374373812447	1.00407183296025	0.133559795031499	0.0304869662258136	.	.	0.078614	
1	241508602	241508786	FH	0.937038541448572	-1.3311529547909	0.0472984402917979	0.904625217861411	-1.5848786816843	0.060177970238852	.	.	0.067432	
