CHR:START-STOP	SAMPLE	17368.normalized.coverage.txt	17402.normalized.coverage.txt	17312.normalized.coverage.txt	17373.normalized.coverage.txt	17403.normalized.coverage.txt	17304.normalized.coverage.txt	17310.normalized.coverage.txt	17367.normalized.coverage.txt	17397.normalized.coverage.txt	17306.normalized.coverage.txt	17371.normalized.coverage.txt	17362.normalized.coverage.txt	17301.normalized.coverage.txt	17316.normalized.coverage.txt	17401.normalized.coverage.txt	17311.normalized.coverage.txt	17327.normalized.coverage.txt	17392.normalized.coverage.txt	17315.normalized.coverage.txt	17376.normalized.coverage.txt	17364.normalized.coverage.txt	17370.normalized.coverage.txt	17296.normalized.coverage.txt	17387.normalized.coverage.txt	17333.normalized.coverage.txt	17365.normalized.coverage.txt	17299.normalized.coverage.txt	17328.normalized.coverage.txt	17361.normalized.coverage.txt	17389.normalized.coverage.txt	17386.normalized.coverage.txt	17314.normalized.coverage.txt	17356.normalized.coverage.txt	17329.normalized.coverage.txt	17308.normalized.coverage.txt	17369.normalized.coverage.txt	17320.normalized.coverage.txt	17317.normalized.coverage.txt	17298.normalized.coverage.txt	17330.normalized.coverage.txt	17391.normalized.coverage.txt	17309.normalized.coverage.txt	17313.normalized.coverage.txt	17305.normalized.coverage.txt	17384.normalized.coverage.txt	17382.normalized.coverage.txt	17300.normalized.coverage.txt	17319.normalized.coverage.txt	17326.normalized.coverage.txt	17398.normalized.coverage.txt	17374.normalized.coverage.txt	17399.normalized.coverage.txt	17360.normalized.coverage.txt
1:17018880-17018959	1.02505032864949	0.930726271784362	0.946964334460418	0.855756341288995	0.979425111559808	0.810862607863319	0.979718372886536	0.951455510246475	0.930546099429354	0.924849403930041	0.99999551410764	0.85172215220178	0.939224172695659	0.945802145939146	0.949717515156874	1.00950610375883	0.922176855833517	0.896951176196786	0.969778195807899	0.956741358664767	0.955412544424575	0.881660337179549	0.879056672018299	0.96084751378145	0.792568383777924	0.930741850433206	0.934053825375218	0.878423973964411	0.929831314232493	0.905432966057631	0.965822953833638	1.01914831815324	0.966141071491104	0.856469940555382	0.908203672075829	0.97841010531094	0.897241397284606	0.900364162638697	0.933709945327891	0.946023565548252	0.939993898230223	0.925212998933259	0.974556704777797	1.02344458453337	0.971193572712117	0.949460660971551	0.923243491323059	0.986676743799964	0.900993043324151	0.936834018920436	0.898478762235068	1.03561292362301	0.909158422866132	0.913252482429754
1:17022607-17022731	0.625026821817072	0.366875145357579	0.417645156216242	0.395783101047454	0.375286879894696	0.462099640479939	0.36257920371333	0.361845036242903	0.381464065865091	0.391366322517622	0.377532827890291	0.445507747372137	0.423396570058993	0.414452056183463	0.317963970135496	0.337965915031068	0.374766927386227	0.385800182217573	0.386122378688909	0.318631601909533	0.365733090283281	0.425722164190824	0.411528703055124	0.419436790512308	0.410236600977867	0.343741470437213	0.395342691938477	0.380910101306002	0.395279857348132	0.462907569013027	0.401393085625057	0.393120969990163	0.375421676280021	0.503499920250536	0.353857951026261	0.336932604908207	0.40427717911742	0.383887910707268	0.32576847232988	0.355978409628952	0.386824501694924	0.42312114758317	0.402412390052388	0.374151950261523	0.345220143741466	0.357331344174237	0.415823864063256	0.322639300579901	0.366248855683737	0.396942682034078	0.427006852897916	0.319010573435857	0.374196298951545	0.401458430434933
1:17023972-17024075	1.1479900328374	0.925590411053031	0.898080412201117	0.840434245556281	0.98665539884069	0.956644708953631	0.780871333757228	0.744207775341302	1.00146702939636	0.92822507861635	0.838808320310437	1.06539120943596	1.01698508659199	0.890860577073188	0.849503631919564	0.887628533344107	0.924103132614947	0.854520107875888	0.967456723000093	0.819517858528033	0.850027341837042	1.08752877658742	0.980671513761832	0.885724409423205	0.94396577413518	0.900373595107493	0.980906922842168	0.737870342732984	0.84152831976717	1.00711327324675	0.902330965321831	0.926435417263721	0.719512248254394	1.10238000088414	0.807841993091625	0.834818316889087	1.04894057515799	0.857497393018195	0.798767614101743	0.698844704681919	0.848450620341177	0.940042614824799	0.809375660449067	0.76040604456539	0.879929547660421	0.969029201007261	0.924540595072327	0.788480549540826	0.778976879224658	0.885908139455923	0.912112818121617	0.91599652353553	0.935906168274483	0.95303644311363
1:17027748-17027866	1.40050906320591	0.88804098029794	0.958181984317945	0.863128522310849	0.90028512787649	0.902253889499335	0.843498666758757	0.898761482861133	0.917070163283858	0.904279153373216	0.885176675768809	0.922977231027353	0.940341260451259	0.910123270486803	0.861714447955847	0.809148578494692	1.04854061269532	0.86443653632337	0.857946364187751	0.763126509715624	0.861046480420785	0.937569254519987	0.868208292804971	1.00697727661614	0.916564865967197	0.874373529938048	0.894415525227623	0.819079298082538	0.9655636868418	0.948091794080223	0.783672050229089	0.929683456123458	0.779792137874709	0.878778917785137	0.934506944709357	0.894716749240783	0.875490530910444	0.883023054060702	0.821719343942772	0.841630259631804	0.710225700908164	0.870973701880296	0.837680226730273	1.00917233876915	0.912982199590416	0.837796501132905	0.883064552774807	0.840293062518387	0.872479792345112	0.891371359984488	0.799537800883207	0.756837256236397	0.894986694645305	0.92140638495815
1:17028599-17028737	1.38833947138092	1.15456420199155	1.20364455892765	1.102396275222	1.06891054943614	1.19748207575198	1.05158104458575	1.05190520283329	1.09472574089645	1.09835908280633	1.03449626812464	1.20701514406662	1.25284293317216	1.08611955939844	1.05523458419599	1.0052613946624	1.09548842311287	1.04248754256621	1.13337375014622	1.07911065745127	1.0909137302242	1.11669896492473	1.0935318327117	1.09762443462608	1.12584138569753	1.02741325873769	1.16991737856572	0.952703235716875	1.05800688454396	1.15417292976379	1.09170106957959	1.19587039080034	1.01938431921602	1.19355158640863	0.982079922798851	1.06652224964219	1.17235959133375	1.10230848596919	1.04844296446063	0.969829341129129	0.990924207648319	1.14618073541298	1.07579628905233	0.964232023373807	0.97059698071162	1.13472081793776	1.14992387065438	1.04682607606623	1.05504166145145	1.04659180403287	1.06743534426706	1.10123096368458	1.02449493197086	1.10733692155467
1:17033059-17033146	0.845347648564459	0.631521332236289	0.660617597973278	0.655920314918774	0.689261868783105	0.640586256827578	0.750375448271944	0.653311259254992	0.68854532535143	0.689779383192088	0.657529269048744	0.686572774847415	0.697512496123488	0.674584202541577	0.604796748758953	0.681890748601344	0.681362623127376	0.665627480634537	0.6307723268083	0.634351291682098	0.665817104686483	0.620414679068766	0.63947562438377	0.667355396018468	0.641497957930863	0.653335641039163	0.629015954867857	0.619097110221434	0.665596714456544	0.738993712251762	0.643223348195861	0.714151548319773	0.691072859033135	0.684620815002736	0.684899088132331	0.649517937565315	0.669346392193479	0.69150382204064	0.620589913731173	0.752818023213106	0.623963421710976	0.70419081644622	0.708632535848454	0.678830630184723	0.634705498714516	0.663049250092436	0.670431531068537	0.656959935038575	0.728519984417831	0.669984576560957	0.698822040414741	0.641273536101455	0.658764766557117	0.590473436675343
1:17044760-17044889	0.544625206408601	0.579585377313552	0.581755665317861	0.544345729940422	0.588092664715107	0.559380780888209	0.57671377692008	0.560830380349417	0.611962757745562	0.55328846390741	0.624138789594861	0.564994655344518	0.590081296209412	0.577286154484244	0.628027116336817	0.644967221397206	0.614920891681749	0.630327039985927	0.626830090448279	0.563482306662543	0.565826544678805	0.547743339667967	0.597356200665482	0.589597420501906	0.576833353310942	0.55566365584418	0.585650401121403	0.518381115055587	0.608302561759878	0.556473081538612	0.543267311961516	0.55327296939188	0.651208559022638	0.589402569706797	0.615169913865611	0.61847595003115	0.561989926762743	0.570854221287518	0.577524343816451	0.609318435277324	0.586119844757418	0.545375504354244	0.589489851948152	0.535893563589354	0.601662304950383	0.618401684228687	0.580731747182091	0.612778188254715	0.518983552380784	0.573420348689754	0.526746269382305	0.609132391541029	0.467802068848883	0.552963175157317
1:17053947-17054020	0.722816442699332	0.520124687662853	0.537091804393391	0.44434171109287	0.487703197510733	0.500171463508327	0.404747494505096	0.364637765202053	0.506847839124065	0.493751817655155	0.401954756150957	0.489975533162936	0.462381481966125	0.404370986674962	0.425987806117873	0.447145637721447	0.444997793436064	0.441445658178898	0.551337843096792	0.414099489310237	0.582422653182521	0.528551655375248	0.46724662081068	0.20515453817576	0.546040989733305	0.463509777530364	0.482224988995188	0.386376647768081	0.415058219993096	0.571343068934874	0.506113828848688	0.551615962067342	0.38707857318823	0.471177773159131	0.422305964045133	0.472965378127173	0.529412859218153	0.48345066708151	0.409275733496595	0.373244260297746	0.493739961199899	0.461506505556069	0.445058912529106	0.386760601448497	0.407959795657187	0.483417404906252	0.512289745875849	0.412892260138786	0.418638743406035	0.436069088174176	0.491957753057508	0.459443231128378	0.513975637527635	0.535207070699588
1:45329305-45329438	1.06188834157863	0.643240353228172	0.670014465655583	0.610886067345128	0.616482647635778	0.626423986811959	0.593128344328162	0.573226010007618	0.653344784573193	0.596294559410987	0.62995333860321	0.677771687161005	0.667183563558938	0.584637692537375	0.608707759546389	0.622999944834095	0.633359805734143	0.603307328247068	0.633322532966286	0.551118896888506	0.576335857998715	0.662530191258696	0.609966174166955	0.627410532396555	0.634006624006135	0.557074917279282	0.605728845213952	0.596682839941438	0.567347984346174	0.73365806513961	0.598249352360093	0.675318029546496	0.614601798361065	0.681017291259212	0.585227171791517	0.572391880014448	0.617038585122019	0.606919078416643	0.641347709374109	0.63705630213417	0.588952488914509	0.551387635501311	0.583938414414879	0.567865044939316	0.578039444384347	0.603726221809806	0.603695083202823	0.585692513512465	0.627314640391012	0.623739738474444	0.598608253659554	0.590869718585317	0.537773173002323	0.636086783198925
1:45330515-45330558	1.21502033971311	0.763312060519905	0.702831190420603	0.693781503275999	0.751833625533892	0.669938392965015	0.801044438548991	0.702562056179723	0.71209550502317	0.75538968007614	0.723603764364122	0.689350980967456	0.723370176138997	0.746338385395735	0.802030534922688	0.746534584376842	0.766539618899464	0.781164095169804	0.731958669335887	0.708705660182477	0.730782669068778	0.738672951516106	0.713067176271566	0.70430756647291	0.697351189554509	0.740953321883008	0.690910455519272	0.73274313202339	0.78081245271154	0.785703679748395	0.752994767223547	0.830214803574373	0.738801164020674	0.744206784471241	0.761204080557432	0.716427430268771	0.764270562795733	0.714690335171387	0.827838523730092	0.768392078634373	0.743397533369229	0.705176381460044	0.712375078005717	0.723196904149483	0.719101440248291	0.68885314139675	0.773913732239761	0.782495576134355	0.793805054114433	0.761668006532632	0.662320065956632	0.682988206760126	0.678725585968528	0.711165053420022
