CHR	START	STOP	GENE	AUTO_RATIO	AUTO_ZSCORE	AUTO_VC	GENE_RATIO	GENE_ZSCORE	GENE_VC	ABBERATION	QUALITY	SHAPIRO.WILK	CNV.type
1	17018880	17018959	SDHB	0.9797860238789	-0.358745796692319	0.056346238220698	0.997098776582317	-0.0530116254810395	0.0547280599558501	.	.	0.93567	
1	17022607	17022731	SDHB	0.893676156942795	-1.53263457658055	0.0693732509248374	0.909737236652469	-1.41842080497527	0.0636360965877857	.	.	0.64946	
1	17023972	17024075	SDHB	0.993377101169915	-0.134687576918983	0.0491723066194081	1.01099695594082	0.241865817784549	0.0454671769725507	.	.	0.54893	
1	17027748	17027866	SDHB	0.99008031536215	-0.198235608585174	0.0500398727990788	1.00784888166682	0.186121485835105	0.0421707447240732	.	.	0.63819	
1	17028599	17028737	SDHB	0.983679179411754	-0.411171852351456	0.0396934286598383	1.00125673415972	0.0402420121468337	0.0312294065996807	.	.	0.21164	
1	17033059	17033146	SDHB	1.03069566557078	0.680890516448585	0.0450816465044712	1.04900759452297	1.2084266856847	0.0405548761075289	.	.	0.44096	
1	17044760	17044889	SDHB	0.958727646230565	-0.959622948924915	0.0430089274289171	0.975521784806604	-0.556310273036736	0.0440010123483371	.	.	0.48144	
1	17053947	17054020	SDHB	0.986173752335216	-0.236309514994794	0.0585090603105377	1.00352544313489	0.0608043929617396	0.0579800728725471	.	.	0.68529	
1	45329305	45329438	MUTYH	1.02877447073894	0.548882687448357	0.0524237171201521	1.02696752994569	0.501007239421246	0.0538266272895464	.	.	0.15151	
1	45330515	45330558	MUTYH	1.00412508945132	0.0813849079642007	0.0506861720988737	1.00130354817752	0.0187314492096844	0.0695914215138067	.	.	0.21913	
1	45331181	45331335	MUTYH	0.988828143547532	-0.309304195379875	0.0361193175499829	0.987344375924092	-0.409731606762304	0.0308875953600754	.	.	0.42768	
1	45331419	45331557	MUTYH	0.998775021545972	-0.0106599632579252	0.114913947111106	1.00003841937871	0.000443583366847317	0.0866114051590848	.	LOW_QUALITY	0.055346	
1	45331660	45331850	MUTYH	0.94699504041294	-0.902453876989681	0.0587342588231423	0.946446425191608	-1.48545646355437	0.0360519315929663	.	.	0.75391	
1	45332022	45332087	MUTYH	1.01712591143682	0.188341076096153	0.0909303046992943	1.0181038450451	0.328881517088334	0.0550467086304545	.	.	0.45918	
1	45332165	45332311	MUTYH	0.948429939788602	-0.597883011376143	0.086254433108409	0.949281076214665	-1.06413122638351	0.047662283116816	.	.	0.17806	
1	45332390	45332489	MUTYH	0.97607205030193	-0.320739853182029	0.0746023590791193	0.976159779410577	-0.519871901514982	0.0458578748340688	.	.	0.24767	
1	45332573	45332688	MUTYH	1.00931525401358	0.134866648213338	0.0690701084143808	1.00952032062538	0.303677116852722	0.0313501416374407	.	.	0.038389	
1	45332762	45332835	MUTYH	1.03992524265202	0.654026379409357	0.0610453093468132	1.03967534795029	1.37555500787744	0.0288431561973729	.	.	0.69645	
1	45332917	45332960	MUTYH	1.06975355657197	0.772876737945172	0.0902518514885274	1.07108731135419	1.46822713031545	0.048417107875479	.	.	0.73115	
1	45333096	45333171	MUTYH	0.937785122109756	-0.648725671359829	0.0959032155453817	0.938947494441131	-1.07413352644913	0.0568388417785417	.	.	0.32835	
1	45333284	45333325	MUTYH	0.987132842086352	-0.15944149400069	0.0807014384448255	0.987810061387461	-0.281002815835636	0.0433801297552436	.	.	0.75228	
1	45333412	45333604	MUTYH	0.990673254038035	-0.151672857059707	0.0614925184556501	0.990067929649311	-0.245053728768023	0.0405301743442997	.	.	0.10809	
