CHR	START	STOP	GENE	17390.best.score.totallist	17401.best.score.totallist	17320.best.score.totallist	17370.best.score.totallist	17300.best.score.totallist	17377.best.score.totallist	17325.best.score.totallist	17392.best.score.totallist	17367.best.score.totallist	17316.best.score.totallist	17332.best.score.totallist	17378.best.score.totallist	17343.best.score.totallist	17385.best.score.totallist	17371.best.score.totallist	17299.best.score.totallist	17318.best.score.totallist	17397.best.score.totallist	17398.best.score.totallist	17360.best.score.totallist	17329.best.score.totallist	17393.best.score.totallist	17327.best.score.totallist	17391.best.score.totallist	17306.best.score.totallist	17311.best.score.totallist	17308.best.score.totallist	17297.best.score.totallist	17396.best.score.totallist	17336.best.score.totallist	17315.best.score.totallist	17384.best.score.totallist	17386.best.score.totallist	17379.best.score.totallist	17331.best.score.totallist	17366.best.score.totallist	17319.best.score.totallist	17375.best.score.totallist	17337.best.score.totallist	17357.best.score.totallist	17304.best.score.totallist	17321.best.score.totallist	17314.best.score.totallist	17389.best.score.totallist	17369.best.score.totallist	17309.best.score.totallist	17395.best.score.totallist	17359.best.score.totallist	17313.best.score.totallist	17364.best.score.totallist	17302.best.score.totallist	17362.best.score.totallist	17388.best.score.totallist	17307.best.score.totallist	17380.best.score.totallist	17312.best.score.totallist	17365.best.score.totallist	17301.best.score.totallist	17374.best.score.totallist	17328.best.score.totallist	17338.best.score.totallist	17368.best.score.totallist	17373.best.score.totallist	17298.best.score.totallist	17387.best.score.totallist	17403.best.score.totallist	17310.best.score.totallist	17372.best.score.totallist	17322.best.score.totallist	17399.best.score.totallist	17382.best.score.totallist	17402.best.score.totallist	17296.best.score.totallist	17341.best.score.totallist	17334.best.score.totallist	17333.best.score.totallist	17326.best.score.totallist	17376.best.score.totallist	17330.best.score.totallist	17400.best.score.totallist	17317.best.score.totallist	17361.best.score.totallist	17305.best.score.totallist
1	17018880	17018959	SDHB	0.0435197673321029	0.0365530713248768	0.0449831701387745	0.0496611424364602	0.0461752442711678	0.0578257861285998	0.0456378640283778	0.0493715062912458	0.0422053811552852	0.0441935189540198	0.0433496070032366	0.0522216584560296	0.0436386389198851	0.0517889867058065	0.0569664887413924	0.0407581358263241	0.0449155094918214	0.0500114503920867	0.0416286561555025	0.0595101916734307	0.0457593845858837	0.0462949804265546	0.0441472978061039	0.0432585195728551	0.0437353521440845	0.0459229416743167	0.0477137388950175	0.0438231094587345	0.0577493619071372	0.042512655250588	0.0443272948170288	0.0441602094159204	0.049778035699084	0.0388264958525776	0.042818270048997	0.0565906146789334	0.0452087674587953	0.0500084691034852	0.0469663185409246	0.0585490687249426	0.0462337287896269	0.0454794219263296	0.0461663440315279	0.0431737525748608	0.0585672265036275	0.0477356398690207	0.0589426138135359	0.0593700884780914	0.042676032662753	0.0586711962345931	0.0427639619430453	0.0598798406499393	0.0587561668785065	0.0474360546658028	0.0574759425511826	0.0418021634579808	0.0502039109234807	0.0464958714209198	0.0449007209951521	0.0459375009469534	0.0448235792183147	0.0415147228705818	0.0488326283576465	0.0441584766943607	0.0538560685136704	0.0564367445115126	0.0441013455005269	0.0365630798034787	0.0461330612739235	0.0370342197534216	0.0533761187720328	0.057650742842664	0.0493647310627345	0.0429089599794982	0.0468111283627105	0.0448402783017093	0.0476714385065621	0.042299617880246	0.0466827665383942	0.0437966863035369	0.0437592294092919	0.058284623709299	0.0461596427078739
1	17022607	17022731	SDHB	0.0656969631229645	0.0843625184393251	0.0736023072648353	0.0615054094367693	0.0709465679219382	0.0666474793317576	0.0742787601483768	0.0622298184729057	0.0653957100164104	0.0684685872113069	0.0719798507194143	0.0645878615678009	0.0617539956658532	0.063855783908111	0.111138091691943	0.0716270439956982	0.0734175501775958	0.0617067672581782	0.0778446565180536	0.0694370817072612	0.0739684792575987	0.0845560846762636	0.0715652578527715	0.0655688651058449	0.0710577615920483	0.0737440842235953	0.0718186040118367	0.0724868429246908	0.0731661890976375	0.0670670467959114	0.066665647106002	0.0662043172446724	0.0646489526903697	0.0682929570982203	0.0707000488722308	0.0676669976917334	0.0752786476540072	0.0610367405297819	0.0673672275412567	0.0792263017668997	0.0769889445201879	0.070631800733165	0.0690105953116329	0.0674911983754092	0.0710804741373888	0.0714641992453976	0.0790487119040237	0.0695821468903474	0.0701325700863377	0.0794199302698443	0.0769594442957424	0.0776042128130582	0.0691590585648804	0.0659513624810484	0.0688043794307527	0.0742790266131902	0.0620613071905612	0.0743853734991991	0.077143326355815	0.0738225193474819	0.0734988102106533	0.070227041787254	0.0588302544315375	0.0681329989464338	0.0793592363143048	0.0728769300231704	0.0702682292788149	0.0677196272027789	0.0719840558633564	0.0853366478429298	0.064556821854285	0.0693217126825906	0.0669917972067797	0.0767468706081786	0.0737751573488748	0.0668825449684837	0.0719113507001803	0.0676159655487798	0.0737276767159219	0.0750540105479604	0.0666626802800075	0.109834549579114	0.0698889881214855
1	17023972	17024075	SDHB	0.0496108405827097	0.0606474004457282	0.0574628647903791	0.0482048507107765	0.0509626467555035	0.0486891132632133	0.054789146703886	0.0443129572041828	0.0480247018833903	0.0528820901573708	0.0527044888007442	0.0438895952264122	0.0575491399050524	0.0438287984249617	0.0932490607699521	0.051833727255712	0.0529323110400487	0.0409937936579368	0.0628772968655804	0.0481117043530255	0.0527555755037158	0.0511378338703993	0.0577110297561268	0.0543256117435362	0.053277812381508	0.0543680876922157	0.0536570403178077	0.0536862705828534	0.0527839472112797	0.0585468179200225	0.0602541882988537	0.0483499436769749	0.0432795417426089	0.0622735607944226	0.0535877480323354	0.0486333475688264	0.052609372048686	0.0412338786038159	0.0522252071021555	0.0510455585073989	0.0518032656472569	0.0530693873695096	0.056178509078464	0.0463552338021985	0.0441959191196409	0.053322906652101	0.0495391351757927	0.048137878462826	0.0553533095606617	0.0478966987521981	0.0598295943370744	0.0524082808639576	0.0468468377411598	0.0736739009873416	0.0442851863925652	0.0529334103063865	0.0482432034677948	0.0494753796751229	0.0597054530921697	0.0540840754975495	0.0531960657843763	0.0472025663531438	0.0436272281387504	0.0687428141213602	0.0502000942197821	0.0527216481064994	0.0541213400416087	0.0585790148690774	0.053474154280724	0.0541818376054152	0.0432029155547728	0.0468427164052747	0.062741542108559	0.0526361911851963	0.0526153823523957	0.057996739871468	0.0523362982937371	0.0495911163616546	0.0531364996343805	0.0493159881895508	0.0589337012545681	0.0942766031760758	0.0541154135654525
1	17027748	17027866	SDHB	0.0411846100708172	0.0704334790962809	0.0744594019612968	0.0466464838500323	0.0771771251468676	0.0486775192556673	0.0682649320399612	0.0523557397716526	0.0456727587332678	0.0776198845872589	0.0765050219520558	0.0470929888271343	0.0733458692560044	0.0446321279913294	0.0909603505970442	0.0759125811598402	0.069422568316429	0.0458763811458364	0.072137667544057	0.0484432410699947	0.0713581919158115	0.0685756165254706	0.0771739123656946	0.0487955364512708	0.0775781222442011	0.0678223512156382	0.0724387658664905	0.0717992771743317	0.046548949412176	0.0719293006709527	0.0748243513326645	0.0500892877336545	0.046923658148962	0.0644527272603508	0.0765242057257606	0.0480651334121603	0.0718697431646582	0.0461635289330283	0.073312060503683	0.0405165983677364	0.0725505100322655	0.0734038225127482	0.0754984175887038	0.0391562861575174	0.0499401205685123	0.0715641653583519	0.0441011469837692	0.0482675417144748	0.0770966131238726	0.0434992465532882	0.0707664800309667	0.0475801001994666	0.0487406688566434	0.0707755353784135	0.0495949382481236	0.0773355078097924	0.046612715986179	0.0745988160712841	0.0683173228796744	0.0704698174000142	0.0715432815743959	0.0496213288664949	0.0459967950206253	0.0793931842759389	0.0440549490795142	0.0479405196239242	0.0815314383205447	0.0700689682434247	0.0704991432850294	0.0624166240212093	0.0477571349698434	0.0464270130541107	0.0740088180724984	0.07689300784586	0.0713228280036243	0.0757650383053862	0.0724351951133282	0.0578957481888868	0.0617707788052911	0.0424336375915959	0.0768307469638018	0.0903770158076198	0.0742036775966413
1	17028599	17028737	SDHB	0.0454046120855837	0.0551619274567434	0.0518012713029229	0.0393704028577963	0.0524222478864567	0.0384414548830545	0.0497487912900857	0.0377160013303828	0.0425013167947598	0.05173339050271	0.0499835930945838	0.0372795221297264	0.049782536172834	0.0372658545491828	0.0973770563703893	0.0514881205263593	0.0451275930493932	0.0426757431563668	0.0492403775360647	0.0410901457320047	0.0473884055255207	0.0563349874320553	0.0495159661692443	0.0498076598084556	0.0518916747117751	0.051893539369035	0.0510137503403614	0.0533861852260535	0.0419214143627165	0.0494252161225277	0.0539882127260654	0.0430979578423175	0.0366268742095988	0.0518247239910044	0.0478308308556807	0.037834379373673	0.0504097231016659	0.0431022974472696	0.0518310026696175	0.0409265936774098	0.0501668448414141	0.0502434314307885	0.0510920697116957	0.0451630066286174	0.0382065340968119	0.0508007056058032	0.0405026702868435	0.0416924290110918	0.0493532337621241	0.0402533127862546	0.0515809406871957	0.0385515090568945	0.0389552758823966	0.0555573235109904	0.0376790112895584	0.049418742175247	0.0396767923645747	0.0521648341707032	0.0595490338043042	0.0468225140815312	0.0510783717831449	0.0490917067586982	0.0391154829016772	0.0517933721683423	0.0405172317063584	0.0415130802606526	0.0511954736397527	0.0493068204062524	0.0468412674799446	0.0495220525390343	0.0372854086200279	0.0376018948289147	0.0511493887062397	0.0492771546094144	0.0442541226026693	0.0495125857922243	0.0511553911661398	0.0521786425256857	0.0477403142575575	0.0530174799266944	0.0529387820935223	0.0976605871798466	0.0509027554243137
1	17033059	17033146	SDHB	0.043391625712907	0.0517580120809094	0.0522253191522921	0.0438428790235757	0.0508112066719495	0.0448088198800603	0.0551004601134476	0.046795918079148	0.043045676548211	0.0535232551439117	0.0539696571452402	0.0441205650629885	0.049274886041126	0.044099702321903	0.101529643604168	0.0532322418134756	0.0514325645738797	0.0433503000356941	0.0432868416850393	0.0442143706455959	0.0514580936327734	0.0472929878329006	0.0529864069518657	0.0381777059271749	0.0563368056375171	0.0523345681864474	0.0528861244080557	0.0543960511571631	0.0486409125483734	0.0555812838109048	0.0586197798962178	0.0467324088381862	0.0428634947818268	0.0393305878188984	0.0564656274854163	0.0446301108662707	0.0518921081469293	0.0423531154822767	0.0544969560681393	0.0488177646807636	0.051349661533485	0.0517681242478707	0.0605610549604013	0.0435937632654849	0.0483981465544679	0.0525666745240052	0.0486452477913297	0.048597707253201	0.0539722341122722	0.0464880087608926	0.0588063937639174	0.0468402170157469	0.0481796581163301	0.0624460277914835	0.0473372381263336	0.0543146244991565	0.0432174317899579	0.0504414485889481	0.042771868173062	0.0552104218920624	0.0511076035045724	0.0452362260800884	0.0436944122039524	0.0603739177252691	0.0479653807401969	0.0485262010453658	0.0535987270423766	0.0392086247153083	0.0533902673851251	0.043957893426649	0.0446902409742282	0.0450869895416451	0.051011727744857	0.056068647996828	0.0514896909477132	0.0504090457011655	0.0533894278529432	0.0408029690015377	0.0498987198145632	0.0376574634224231	0.0585731645674792	0.0996328410596023	0.0547426995612839
1	17044760	17044889	SDHB	0.0625712291600134	0.062523879055532	0.0489488470098586	0.0551748638109717	0.0467878891078721	0.0440244312288812	0.0550900110315571	0.0504631262187133	0.0544492883663985	0.0705490246261266	0.0546217548478011	0.0431973958351605	0.046975058803969	0.0445394350840507	0.105477936217512	0.0699395998969428	0.047665557329462	0.0533220072751481	0.0644762049945318	0.0449422448354762	0.0480935966326735	0.0635978765901965	0.0492644490625356	0.0666002612769082	0.0708190185397161	0.0481401561777592	0.0520070129440999	0.0736255645037139	0.043199249050742	0.0676433639749508	0.0691200304881774	0.0651629870828448	0.0438548072489438	0.0645739464186538	0.0714638544027158	0.0442197672946894	0.0479624381784393	0.0532768256578873	0.0684745097333945	0.0444009808098856	0.0513540003597253	0.0555916700122147	0.0707961430537357	0.061900024733712	0.0453390895425052	0.0528752324479482	0.0419418919082641	0.0451553057420396	0.0523377856962548	0.0431294216720157	0.0712802157794627	0.0446885500613424	0.0455301663395474	0.0614753351341078	0.0429028052068737	0.0492956094231427	0.0555980865931687	0.0473132670623439	0.0651315393854792	0.0522635933600414	0.0528792912396299	0.0678290582664395	0.0554025704067806	0.072230592354212	0.0445155082764131	0.0430289773013214	0.0541527291138021	0.0650910627289891	0.0525655737195848	0.0563945625205574	0.0447938428633054	0.0447026951517791	0.0495905691549934	0.0674542861926078	0.0489398829541359	0.057664383886639	0.0527619306719143	0.0669681210042258	0.0490007177821251	0.0584693633447049	0.0713698218352895	0.105382389488046	0.0580600819914266
1	17053947	17054020	SDHB	0.069221333129234	0.0819316319861924	0.127362292110162	0.0617160159664304	0.0781489250868279	0.0571479106030561	0.0792650974664807	0.0588760609903959	0.0649192129985794	0.0765867864960955	0.0788062721472087	0.0583943294947955	0.09826328339289	0.0538210319427977	0.0688723721794665	0.0787879045098693	0.0733373808497235	0.0609260433922902	0.0874784992371983	0.067161085354628	0.0746662965394062	0.0854832416886741	0.129694499520207	0.0685662832552409	0.0759531148170155	0.128990308964786	0.0750015872357856	0.0766214892673597	0.0686971828669442	0.0803901013581613	0.0829701260635313	0.0657958532870865	0.0587028680729831	0.0787509684663603	0.0750940820870429	0.0571952770644523	0.0789515829893567	0.06132074205375	0.0791531604500608	0.0692061700282225	0.0781020942283368	0.0786550686733712	0.0784657745497773	0.0694081421626372	0.0556861844162009	0.0764642592095177	0.0685682686424671	0.067390813572925	0.076850810880018	0.0693163637033561	0.0713385106210507	0.067203514954577	0.0675380446450827	0.0773962075695825	0.0547177230434784	0.0800346088585849	0.0628324550629974	0.122382548426864	0.0878311691192706	0.0760935257160233	0.0765494126477472	0.0700044469796385	0.0588946128142813	0.0768131634031673	0.0686512184627381	0.0685400533343312	0.0737889324559269	0.131039376407221	0.075894731422329	0.066551628501068	0.0598353557713309	0.056864494351869	0.0934429888755717	0.0790350610819882	0.0729811637797073	0.13781159415158	0.0765550669459793	0.063281949749095	0.0708975754068115	0.0660658107059724	0.0791901559280684	0.0670854516117226	0.0800455533560976
1	45329305	45329438	MUTYH	0.0583238314920326	0.0594750999946264	0.0440595011554542	0.0607476638972108	0.0553193857082393	0.050780792929375	0.0452497174586972	0.0609999848764805	0.062721619814885	0.0577869512624101	0.0554897792266003	0.0557242425936698	0.0432156028899631	0.0555143470939135	0.0531944022990861	0.058356879597539	0.0433559677831533	0.0596420393803809	0.0501680179735384	0.0546204940965221	0.0443878852417441	0.0482818103025525	0.0433532214159881	0.059538943633999	0.0568759141134849	0.0423215122052142	0.043183552120382	0.0465637055434906	0.0525525596248314	0.0574831132741373	0.058742540807978	0.0666584552896093	0.0548265198283139	0.050390604503448	0.0562687190651913	0.0491873066595099	0.0411549980193012	0.0597865025536235	0.0580412740777653	0.0538622118716908	0.0433330727998753	0.05629656458885	0.0594540984598575	0.060767747197533	0.0546470027712996	0.0435386856816294	0.0535004290603591	0.0536547657002415	0.0566847625739165	0.0539523182727056	0.0589384027095409	0.0536478021055859	0.0520959947952368	0.0599250261743322	0.0525378844024497	0.0551468719504744	0.0606257366826777	0.0432733230112504	0.0517972256059009	0.0435800096563071	0.0425718141159579	0.0640306193977125	0.0585901187570368	0.0583951169572524	0.0538005360942239	0.0540211202708253	0.0568684316962918	0.0461761099672702	0.0416753319570936	0.0535057101909693	0.0551242296545644	0.0501040043849198	0.0452807563294163	0.0576832554277797	0.0435700410060855	0.0475181659556192	0.0420123766128555	0.0613887535704552	0.0444512571052644	0.0598442588014112	0.0578019149462579	0.0483233623280126	0.0560059342717577
1	45330515	45330558	MUTYH	0.0509348370000128	0.075761512190704	0.0526940245934629	0.047889818450928	0.0552392302707189	0.0489548010761671	0.0585109090567534	0.0444524693163374	0.0473387249093967	0.0597299506742735	0.060206191806275	0.0463613830496428	0.046583186125677	0.04613148178472	0.0478604248421024	0.0654794129099605	0.0586311212737069	0.0452632503409225	0.0658954759910847	0.0504660003888729	0.058828157970124	0.0607151583739393	0.05186051551756	0.0500762069217541	0.0611059454775289	0.0533123032544203	0.0583668471255426	0.0655852405945999	0.047538516247976	0.0627355027206878	0.0644023542892711	0.0460915980972454	0.0399080604277131	0.0523837550132258	0.0550720203120229	0.0474450277704591	0.0524176000033892	0.0444225505193271	0.0655156071325396	0.0493748006587875	0.0550110559887493	0.0608720820419531	0.0646257839040631	0.0505529003584032	0.0503709181215198	0.0582721688659192	0.0502897876506473	0.0506018538770219	0.0610037323721378	0.0502843302083746	0.0608111750640601	0.0493438237565286	0.049998455405788	0.0656977726223027	0.0487144816362442	0.0510391875160188	0.047199234836579	0.0573779922471452	0.0716357396798235	0.0551971157845369	0.0582681964533248	0.0495511875463863	0.0451146117036794	0.0631365045866252	0.0493611146677123	0.0471788695946899	0.0601549034936297	0.0469635827041458	0.052368192255865	0.059955157326505	0.0456936887882468	0.048406921695419	0.0479976575516354	0.0608872332766643	0.0577608116065218	0.0493893103442903	0.0588298656330293	0.050271297817054	0.0588734851505813	0.0624447703104411	0.0576360044095122	0.047736028724026	0.060820689321259
