CHR:START-STOP	SAMPLE	17368.normalized.coverage.txt	17366.normalized.coverage.txt	17358.normalized.coverage.txt	17381.normalized.coverage.txt	17357.normalized.coverage.txt	17402.normalized.coverage.txt	17312.normalized.coverage.txt	17373.normalized.coverage.txt	17403.normalized.coverage.txt	17304.normalized.coverage.txt	17310.normalized.coverage.txt	17367.normalized.coverage.txt	17397.normalized.coverage.txt	17306.normalized.coverage.txt	17371.normalized.coverage.txt	17385.normalized.coverage.txt	17396.normalized.coverage.txt	17362.normalized.coverage.txt	17388.normalized.coverage.txt	17301.normalized.coverage.txt	17323.normalized.coverage.txt	17316.normalized.coverage.txt	17401.normalized.coverage.txt	17311.normalized.coverage.txt	17327.normalized.coverage.txt	17392.normalized.coverage.txt	17378.normalized.coverage.txt	17334.normalized.coverage.txt	17379.normalized.coverage.txt	17315.normalized.coverage.txt	17376.normalized.coverage.txt	17359.normalized.coverage.txt	17364.normalized.coverage.txt	17370.normalized.coverage.txt	17324.normalized.coverage.txt	17335.normalized.coverage.txt	17296.normalized.coverage.txt	17387.normalized.coverage.txt	17336.normalized.coverage.txt	17318.normalized.coverage.txt	17333.normalized.coverage.txt	17341.normalized.coverage.txt	17377.normalized.coverage.txt	17365.normalized.coverage.txt	17299.normalized.coverage.txt	17328.normalized.coverage.txt	17361.normalized.coverage.txt	17389.normalized.coverage.txt	17386.normalized.coverage.txt	17314.normalized.coverage.txt	17356.normalized.coverage.txt	17329.normalized.coverage.txt	17372.normalized.coverage.txt	17303.normalized.coverage.txt	17308.normalized.coverage.txt	17363.normalized.coverage.txt	17369.normalized.coverage.txt	17320.normalized.coverage.txt	17317.normalized.coverage.txt	17343.normalized.coverage.txt	17395.normalized.coverage.txt	17298.normalized.coverage.txt	17338.normalized.coverage.txt	17339.normalized.coverage.txt	17307.normalized.coverage.txt	17393.normalized.coverage.txt	17340.normalized.coverage.txt	17337.normalized.coverage.txt	17380.normalized.coverage.txt	17330.normalized.coverage.txt	17391.normalized.coverage.txt	17322.normalized.coverage.txt	17332.normalized.coverage.txt	17331.normalized.coverage.txt	17309.normalized.coverage.txt	17390.normalized.coverage.txt	17313.normalized.coverage.txt	17305.normalized.coverage.txt	17383.normalized.coverage.txt	17375.normalized.coverage.txt	17384.normalized.coverage.txt	17342.normalized.coverage.txt	17382.normalized.coverage.txt	17300.normalized.coverage.txt	17302.normalized.coverage.txt	17394.normalized.coverage.txt	17400.normalized.coverage.txt	17319.normalized.coverage.txt	17326.normalized.coverage.txt	17398.normalized.coverage.txt	17297.normalized.coverage.txt	17374.normalized.coverage.txt	17399.normalized.coverage.txt	17321.normalized.coverage.txt	17360.normalized.coverage.txt
1:17018880-17018959	0.982320526393136	0.953040182784428	0.866963572630416	0.944144561237916	0.935881647827116	0.883622371988406	0.961192579069283	0.889792205136295	0.997623234902067	0.823040203771896	1.01465413971588	0.985570516443076	0.950954334819625	0.94377412156017	1.03937947141521	0.85647256708367	1.00074927781666	0.844685800157364	0.95974923655392	0.874729965549602	0.98335241534474	1.37801787447025	0.989443367934559	1.0378702136971	0.956951464210497	0.925405304562107	0.985958262477245	0.880289507728719	0.996824934548478	0.956460984700642	1.00090543017918	0.978514720159206	0.900531674486409	0.889091973792261	0.898572201728199	1.09743133037598	1.04442322302607	0.983645862858332	0.799355084766813	1.05300644954176	1.06339511584648	0.957964696625156	0.980325268019826	0.908824380689888	0.953084242817869	0.91533006208543	0.960167515586842	0.914714436283603	0.987171529283563	1.03247332212409	1.01358598953455	0.8673687322462	0.940153425338671	0.906758735800551	1.03127182180879	1.01272308649833	0.863381306443576	0.909218731592981	0.931350794411981	0.969378268572969	0.934582142678444	0.909664906157112	0.985233128878615	1.08475011555612	0.989271693475667	1.00666382580221	0.945910765717469	1.10213376863413	1.03504000352445	0.924835934969398	0.974174840345456	0.946365688273694	1.09532697187683	1.01682563003395	1.06305461578838	1.01084554196801	0.955273288829486	1.06276525148629	1.00655876314468	1.07796839139692	0.935597023287673	0.96977036789844	1.00332278854927	0.934921501445925	1.02555483412075	1.07742925171892	1.15149338522254	0.926693125708991	0.933326272158171	0.975830723957333	0.93293410057223	1.00581039998976	1.03226476118926	0.936696311093391	1.01728243293674	0.930042377677326
1:17022607-17022731	0.346150205995787	0.375670877883696	0.375199862830723	0.233256492392507	0.328436591937518	0.437106927798749	0.423920321210432	0.41152452076048	0.382259865218892	0.469039487794012	0.375508411604753	0.374819206365096	0.389830130108312	0.399374650264945	0.392401631365979	0.447992532613008	0.432727994573419	0.466553287772875	0.432649144567257	0.401838523707429	0.430906646006727	0.444233010504054	0.331264124828467	0.347461749017247	0.388899111522122	0.3980389842834	0.392564558825274	0.420300983850516	0.362768502127709	0.396110120475255	0.333339933190544	0.374576631403816	0.41660476105519	0.429310635043856	0.420664861037418	0.357390733938862	0.442515724551759	0.42938890698098	0.413749424858456	0.344171450479764	0.405277366405169	0.353795408782364	0.380348077792592	0.366794898774128	0.40339740597754	0.39691365105151	0.40817605600297	0.467652771562785	0.410265488729096	0.398260887696778	0.393857752737622	0.509907081187902	0.366306341814577	0.351793640777308	0.42973306667753	0.348748879158522	0.458032604404117	0.409673901718707	0.39709966859914	0.338213038474067	0.435123670589804	0.441541640956052	0.370732543146228	0.374288487029818	0.603210715810738	0.330321136912521	0.30768810913607	0.352269570704862	0.380458682384286	0.452479046120088	0.400890578002527	0.432794758090712	0.371599564115966	0.348347444570784	0.350311939414747	0.417396718449435	0.365418992214484	0.38852684114311	0.357791042548466	0.46601127011572	0.382873997675268	0.364974941401892	0.495647816020825	0.421083576522101	0.335352278713623	0.396457502593986	0.404146589980163	0.36051245590282	0.379392140361419	0.413465840219213	0.443381937326495	0.373362987762131	0.317979204288578	0.385530490657206	0.371320957278748	0.408839133058729
1:17023972-17024075	0.887957358471153	0.947781191179131	0.997453516268269	0.566546351833137	0.758194729284318	1.00125992598137	0.911574170432792	0.87386070607339	1.00498786390871	0.971011671470762	0.80871641617564	0.770891790089139	1.02343066438881	0.947218870941212	0.871844059581545	1.07133334707235	0.989798365343807	0.974507972519902	1.03920947609561	0.931595261438702	0.926229554417497	0.840912469308152	0.885037625635759	0.912568247141153	0.958950379467157	0.881628188544611	0.983598057529489	0.973339860449264	0.904370690960596	0.954937747276705	0.85734756556807	0.870581270236828	1.0187389644767	1.09669570667676	1.00244294747216	0.827005443901373	1.03161500942167	0.906740287574853	0.952048879118831	0.816682571702119	0.892450717513324	0.926708213974686	0.840515338098663	0.973739806166982	1.00089192553361	0.768871213266936	0.868983592743125	1.01743705447654	0.922276112222217	0.938548232831278	0.754845804250516	1.11640805887525	0.836261116629902	0.827351658273102	0.826901916524608	0.864095513687052	1.08173017253868	1.06294295174951	0.887008736390786	0.829281053098558	0.912709939790851	1.06809025129701	0.727809517720625	0.90050132639679	1.10792027682631	0.799125133377721	0.909550804616792	0.640362923599323	0.78558204335579	0.955324830197124	0.879302779696803	0.961534346373193	0.862959010945673	0.839180077949384	0.846685898180868	0.83951377496181	0.948808597277537	0.789620789827807	0.911971436007506	1.21185938887259	0.98052663076489	0.989757494326877	0.727692423535717	0.93623501212452	0.819549101844161	0.774598827849666	0.904355536450474	1.01073676537914	0.8069314099272	0.922785000998547	0.947091002438255	0.805925780490794	0.913035083909206	0.964254230399779	0.865489842359499	0.970557755516115
1:17027748-17027866	0.926759889982361	0.909331522962852	0.862228916286914	0.508760463713124	0.826811609299711	0.821147722235356	0.972578775365468	0.897457598767172	0.917012797615533	0.915804006580472	0.873576976565198	0.930987113199993	0.937182851707536	0.922782952547092	0.920038592563747	0.928125065638186	0.816281581665365	0.962631963021933	0.960890736263754	0.884303785239195	0.946257015949121	1.28912428405947	0.897759209423938	0.831883239683328	1.08808030504737	0.891859197468107	0.872260595453507	0.860084615088636	0.870668573561006	0.900466466131944	0.798353139613452	0.881866855056275	0.943894386191895	0.945472155109952	0.887482982676461	0.891916723966382	1.0094674733974	1.03087016194446	0.924413339120503	1.00174549991325	1.01375914485462	0.899947684692921	0.909935194846138	0.890308405449991	0.912638351739181	0.853492080120704	0.997065674327195	0.957810554152058	0.800994357413761	0.94183873865086	0.818085897620673	0.889961596725407	0.967382022430231	0.932492665149862	1.003943981976	0.926094592558322	0.865850170865677	0.887177511475837	0.913412880043236	0.853109553850188	0.907322458067636	0.893769861226835	0.876513064001121	0.980792914103958	1.35162531435029	0.93876095831612	0.84542284011345	0.821096030140893	0.875545758778063	0.925193549078836	0.736051595754076	0.890886344872562	0.949959057376396	0.863251071821004	0.841843871967301	0.868872297151875	0.83940888754864	1.04794466707155	0.946227672230734	1.00366579222406	0.892565269694974	0.855717624252394	1.15974647289814	0.894234343716598	0.873403186767089	0.949609416556461	0.969744176496921	0.76969462076153	0.903789788563144	0.928475633849041	0.830198898953296	0.773976476355514	0.754390382494294	0.922095329336638	0.872059627356803	0.938346187456943
1:17028599-17028737	1.03558163869651	1.18224456691529	1.12033986164716	0.606123980257582	1.09199574169289	1.15792340333224	1.22172945250108	1.14624171079624	1.08877134919601	1.21546595203985	1.08907936164554	1.08962189281662	1.11873467567325	1.12083423974568	1.07523900775084	1.21374717832007	1.15940309824868	1.19139313351514	1.28022157392192	1.26773732674403	1.12924071559079	1.22459966040522	1.09937412365764	1.03350624093796	1.13679848273352	1.07555854480426	1.15228329350152	1.16239817653965	0.961171511600698	1.1701882928419	1.12892340968157	1.11729236723712	1.16288319931966	1.12611177455577	1.11780882604935	1.24332836629038	1.27947206749738	1.12366813527265	1.13548187729679	1.17495654039954	1.17870277654548	1.05746360310028	1.0341054683639	1.14745975220755	1.19375328125427	0.99273009132723	1.09252487656309	1.16600419953726	1.11583205814243	1.21150597339632	1.06944388805863	1.20873982536081	1.01662857326411	1.17448321049062	1.19557309763516	1.10392533623059	1.2787330704	1.18800949647358	1.14024516600674	1.08849416317339	1.07680922789968	1.21805716181329	1.01002557551004	1.09889565564173	1.3398804932648	1.12652890356275	1.15781466987752	0.969949735858805	1.09768990755086	1.17776997586011	1.02695712557042	1.17238530133687	1.100608061898	1.02215736865412	0.959192854985395	1.11585490872203	1.18521186911525	1.00127774800745	1.00594044675236	1.13649597720692	1.15870205958758	1.15899338467325	1.22441668483619	1.16446913712876	1.08807423458542	1.15765413244888	1.29064739724175	1.12065285963512	1.09290311190536	1.09015729274445	1.10836991888993	1.10175638179305	1.09767065648931	1.0555262970404	1.06408186738981	1.12769500573662
1:17033059-17033146	0.726659952879085	0.646661885618485	0.650925028932304	0.348892411451304	0.688240342363435	0.682209353478137	0.670543450969886	0.682008131574186	0.70206863915808	0.650206629631288	0.777133078240701	0.676736125071387	0.703646130228545	0.703893983902781	0.683425489877093	0.690402081762475	0.651046602400342	0.652858649233699	0.712755383754648	0.712732038866417	0.701366567807879	0.776249644742217	0.630094867639757	0.701049844407898	0.707056304585636	0.686743289699829	0.641296319144954	0.703417037725144	0.684071266101148	0.648806660324909	0.663633537669886	0.681916771630729	0.703452025693171	0.62564423998877	0.653672326307168	0.69906968453742	0.754078541283879	0.683189959836917	0.646991054696478	0.772729262691504	0.680935479389807	0.67244475884605	0.673882119316248	0.693056828274239	0.641831529167779	0.645107844425537	0.687312132771116	0.746569036317231	0.657441173653008	0.723488827347416	0.725009823443801	0.693332784094231	0.708993195598069	0.70117212313672	0.726774907790719	0.672296623774275	0.708328298720714	0.678281541119586	0.715302386213379	0.644296849441091	0.645695157138647	0.69541602130204	0.784019852673144	0.757850439630803	0.815841404560926	0.709414383459251	0.653549877866034	0.781579734249484	0.693930395768605	0.710966192258889	0.646652566438065	0.720290384430941	0.726484872426147	0.663879628291278	0.698213015469397	0.735019354178284	0.680134358765329	0.704911253923725	0.657817761255493	0.616077829119632	0.634675296287239	0.677232392692248	0.773541542111639	0.678911749212601	0.682846171693148	0.733057291466181	0.764240949380253	0.609989087655787	0.754663808214108	0.697873391851339	0.725620837283416	0.666680027768809	0.63920028275133	0.67871837425985	0.758974705632189	0.601329128106782
1:17044760-17044889	0.589210420895251	0.593480780203082	0.608571146176579	0.276551385820076	0.6588450042015	0.576034930187094	0.590496608991787	0.565995907983163	0.599019669468047	0.567781603718887	0.597278807234237	0.580939288958193	0.625383995036019	0.564610121144752	0.648719955306724	0.568145869636642	0.60467854309586	0.597870135474098	0.602976467179621	0.582583162525915	0.600205589292121	0.664798901527032	0.654296941169804	0.663088876240276	0.638109104502085	0.650323007418559	0.637288309345804	0.551833772812086	0.614294758820793	0.618261864165221	0.58949317434708	0.579508408442025	0.567671842538903	0.55236034384269	0.610617828786356	0.666155345237407	0.686870662586893	0.60358699492931	0.581772732132336	0.674043874758869	0.569142745863218	0.571916010060833	0.586004911753916	0.562989262622944	0.597582445406237	0.540160369355959	0.628148730323416	0.562177411435439	0.555275706618998	0.560506817873787	0.68318788132216	0.59690286309141	0.636811014388588	0.538132273663751	0.614169724083674	0.640165989333768	0.575542228881229	0.569491967184805	0.590500549168251	0.59958614692803	0.60256733222885	0.540125689934554	0.634572679089441	0.610266139282747	0.525615460231327	0.750787231886212	0.571036987032401	0.642972617543005	0.56539835106835	0.637519589854365	0.607432885750516	0.557844156038547	0.58112221274165	0.599343487723046	0.627743921266265	0.611440243503362	0.571657387061368	0.556482555562689	0.623571327609217	0.514227026900826	0.610956336022577	0.631629780437463	0.791672837006973	0.588077362164487	0.636923528559204	0.674307831811616	0.603854832761319	0.67904721176258	0.537607907013212	0.597289576053826	0.546946213657289	0.623970805178254	0.607163051313597	0.481971525744887	0.612705905660908	0.563129250766502
1:17053947-17054020	0.455945506039899	0.532594536576858	0.521145103309379	0.557287901909604	0.477464263743694	0.537407766485244	0.545161668581762	0.462014444849834	0.496764924474809	0.507683076337109	0.419180381020359	0.377712070290854	0.517963752687335	0.503855207124597	0.417785396121326	0.49270833406342	0.599244824833327	0.515556625717729	0.472486001973307	0.532582063946582	0.420425337529043	0.367166654114843	0.44380650336295	0.45970909620825	0.461778331678235	0.455449710748845	0.560536526978531	0.487992684821651	0.494237961064671	0.521727469585177	0.433214707121564	0.596505816067676	0.506989358204754	0.533006890195453	0.477619746458364	0.460816751337431	0.560595974924962	0.210022308252648	0.550716695957331	0.405214813137119	0.490371066037182	0.477066764761895	0.468888169751517	0.518144884737561	0.492049843401378	0.402609868892588	0.428599697401697	0.577199829050672	0.517300981958416	0.558828145764266	0.406087092464764	0.477173626785558	0.437162291725277	0.455120780400903	0.394846699683068	0.489552341031453	0.411602696241287	0.536480026227164	0.500088943484582	0.424910330977075	0.509659419423704	0.552203085680685	0.388714006501539	0.449546515738381	0.697587061196621	0.429191610984156	0.537076898019351	0.413269649374503	0.389626302317062	0.529519211844836	0.511693797991314	0.472057701607002	0.465991822872331	0.444418473974859	0.476764051123133	0.461631237502749	0.497196480392434	0.401619915797208	0.422815305688987	0.652578009313926	0.52661091560486	0.493758081693173	0.348057919485992	0.518769645159629	0.429161481728632	0.381655594105214	0.625315761215787	0.544061947409846	0.433662102786696	0.454220924319956	0.510823608925954	0.38246745214954	0.457957839693203	0.529543665389216	0.456078235391552	0.545046705220918
1:45329305-45329438	0.601229955892597	0.658661866973633	0.600173626884407	0.691334319198447	0.531983348067323	0.672735874508947	0.680081507635847	0.635182743876971	0.627937150004185	0.635831669574563	0.614278701523435	0.593779371329155	0.66767359016676	0.608496228259215	0.654763505292254	0.681551906685518	0.669956026844752	0.706130506168672	0.681763666632656	0.596511572302915	0.60784899836249	0.730102978323163	0.634169472586797	0.640504384738929	0.657243336389679	0.622446144960002	0.643889073697858	0.663493379057224	0.585347091487861	0.668040641449915	0.576559058071775	0.590271840262454	0.691447784306041	0.668114749641051	0.623507750464486	0.665027265062078	0.665206455377879	0.642297311127756	0.639435573066144	0.569955284902978	0.647532558721107	0.573368548841491	0.636851224102556	0.663384935832249	0.618069967822005	0.621751861420662	0.585857989793039	0.741178694212004	0.611473071454813	0.684147574044592	0.644783448653181	0.689683404620373	0.605814914735468	0.566232225449354	0.642562346959454	0.592465744444241	0.676407130045181	0.625275473697981	0.627806602353582	0.665847606290612	0.617231498056962	0.684170986614089	0.663460189239309	0.581044332646603	1.02482390239278	0.591082326284159	0.554697218939818	0.629183723031273	0.622576899706388	0.691106688714766	0.610368533178318	0.563993739580441	0.614200622241119	0.565568621741928	0.569726775116175	0.605682091253716	0.618079766140248	0.589682378914897	0.599088260606531	0.70919613263688	0.612317697417786	0.616640398387158	0.684746367408497	0.611331159014918	0.608770595147238	0.660695737213199	0.825431520685249	0.536302949503946	0.649826587590805	0.649703563559606	0.621563999280018	0.735655859300957	0.588959422035436	0.554062014591746	0.613058488040012	0.647781063437684
1:45330515-45330558	0.69783063828313	0.78161226101931	0.694332661423017	0.733166001736642	0.74931639751198	0.779772088599127	0.71339130734596	0.721375167086552	0.765803005008484	0.679999578366901	0.829608873492305	0.727752838766981	0.727712799744817	0.770846830543456	0.75210227196867	0.693195783113752	0.713309048102767	0.802938482034284	0.739178137102994	0.709491434543904	0.775969537703513	0.879900328502185	0.835578770524391	0.767509979121997	0.795445261980883	0.805945091090439	0.744170884582895	0.719496798827023	0.728574899745925	0.751250594380266	0.741420173018687	0.748453223786915	0.731946278954147	0.744899327729047	0.728897650126831	0.915991768370115	0.920096954650657	0.721018906750771	0.703322553167567	0.860420950106324	0.753463263868956	0.76262512949287	0.81552209818506	0.743782850341831	0.70498706869383	0.763528588024188	0.806286840832134	0.793757821339653	0.769638982954456	0.841069568633824	0.775081953350191	0.753676999752336	0.78798252608044	0.679045940775797	0.823384471793655	0.741552641878407	0.745895261008698	0.774472860706148	0.739286878622181	0.859462490259403	0.800795040111633	0.742837894411214	0.800239401435791	0.814294900025506	1.17261093965893	0.757984650306038	0.581368834079101	0.759737877185956	0.808629989825779	0.767953376036715	0.7704296535825	0.721298481932513	0.820395001819884	0.718517819307821	0.663029217101266	0.738901254571304	0.716122062634076	0.750982076926971	0.745286909437189	0.830276904768387	0.695554553948347	0.703588249434948	0.923731349441241	0.783702885896689	0.813328302126665	0.882465292165415	0.919378671507516	0.730235298731587	0.822291711868848	0.793373241384183	0.687719065820868	0.777117894989128	0.680780088838451	0.69928379546568	0.816868732281061	0.724239626969374
