CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
1	17018880	17018959	SDHB	2492.95	2678.45482486865	2678.45482486865	1924.85575	0.930741850433206	0.930741850433206	1.29513601214013
1	17022607	17022731	SDHB	920.696	2678.45482486865	2678.45482486865	1924.85575	0.343741470437213	0.343741470437213	0.478319479264875
1	17023972	17024075	SDHB	2411.61	2678.45482486865	2678.45482486865	1924.85575	0.900373595107493	0.900373595107493	1.25287830010119
1	17027748	17027866	SDHB	2341.97	2678.45482486865	2678.45482486865	1924.85575	0.874373529938048	0.874373529938048	1.21669896562379
1	17028599	17028737	SDHB	2751.88	2678.45482486865	2678.45482486865	1924.85575	1.02741325873769	1.02741325873769	1.42965518325204
1	17033059	17033146	SDHB	1749.93	2678.45482486865	2678.45482486865	1924.85575	0.653335641039163	0.653335641039163	0.909122670620902
1	17044760	17044889	SDHB	1488.32	2678.45482486865	2678.45482486865	1924.85575	0.55566365584418	0.55566365584418	0.773211187383782
1	17053947	17054020	SDHB	1241.49	2678.45482486865	2678.45482486865	1924.85575	0.463509777530364	0.463509777530364	0.64497820161329
1	45329305	45329438	MUTYH	1492.1	2678.45482486865	2678.45482486865	1996.5195625	0.557074917279282	0.557074917279282	0.747350553445929
1	45330515	45330558	MUTYH	1984.61	2678.45482486865	2678.45482486865	1996.5195625	0.740953321883008	0.740953321883008	0.994034838063351
1	45331181	45331335	MUTYH	3676.71	2678.45482486865	2678.45482486865	1996.5195625	1.37269815636345	1.37269815636345	1.84155971674833
1	45331419	45331557	MUTYH	714.993	2678.45482486865	2678.45482486865	1996.5195625	0.266942340547059	0.266942340547059	0.358119706628219
1	45331660	45331850	MUTYH	1142.16	2678.45482486865	2678.45482486865	1996.5195625	0.426424963152406	0.426424963152406	0.572075536575164
1	45332022	45332087	MUTYH	1546.91	2678.45482486865	2678.45482486865	1996.5195625	0.577538208088261	0.577538208088261	0.774803327277691
1	45332165	45332311	MUTYH	1673.26	2678.45482486865	2678.45482486865	1996.5195625	0.624710928280097	0.624710928280097	0.838088457247461
1	45332390	45332489	MUTYH	1363.7	2678.45482486865	2678.45482486865	1996.5195625	0.509136830436135	0.509136830436135	0.68303863664246
1	45332573	45332688	MUTYH	2150.58	2678.45482486865	2678.45482486865	1996.5195625	0.802918152672394	0.802918152672394	1.07716450186298
1	45332762	45332835	MUTYH	2889.04	2678.45482486865	2678.45482486865	1996.5195625	1.07862188795425	1.07862188795425	1.44703816294312
1	45332917	45332960	MUTYH	2057.02	2678.45482486865	2678.45482486865	1996.5195625	0.76798756540569	0.76798756540569	1.03030295251615
1	45333096	45333171	MUTYH	1771.46	2678.45482486865	2678.45482486865	1996.5195625	0.661373857625868	0.661373857625868	0.887274050939834
1	45333284	45333325	MUTYH	3096.1	2678.45482486865	2678.45482486865	1996.5195625	1.15592765323262	1.15592765323262	1.55074864186311
1	45333412	45333604	MUTYH	2474.7	2678.45482486865	2678.45482486865	1996.5195625	0.9239282204886	0.9239282204886	1.23950701334538
1	45334390	45334512	MUTYH	2185.39	2678.45482486865	2678.45482486865	1996.5195625	0.815914451761257	0.815914451761257	1.09459984317083
1	45340218	45340255	MUTYH	1725.58	2678.45482486865	2678.45482486865	1996.5195625	0.644244578619921	0.644244578619921	0.864294060729996
1	241497827	241497971	FH	2883.74	2678.45482486865	2678.45482486865	3483.188	1.07664313514842	1.07664313514842	0.827902484735248
1	241500436	241500591	FH	3563.22	2678.45482486865	2678.45482486865	3483.188	1.33032671184765	1.33032671184765	1.02297665242301
1	241502442	241502571	FH	4084.01	2678.45482486865	2678.45482486865	3483.188	1.52476344274362	1.52476344274362	1.17249198148363
1	241504041	241504246	FH	4654.51	2678.45482486865	2678.45482486865	3483.188	1.73775938155994	1.73775938155994	1.33627871938006
1	241506002	241506169	FH	4352.96	2678.45482486865	2678.45482486865	3483.188	1.62517581389989	1.62517581389989	1.24970572934909
1	241508602	241508786	FH	2782.56	2678.45482486865	2678.45482486865	3483.188	1.03886762403635	1.03886762403635	0.798854382824011
1	241511966	241512144	FH	3765.74	2678.45482486865	2678.45482486865	3483.188	1.40593747000555	1.40593747000555	1.08111879117636
1	241513602	241513714	FH	2438.42	2678.45482486865	2678.45482486865	3483.188	0.910383097508309	0.910383097508309	0.700054088381104
1	241517181	241517317	FH	2671.35	2678.45482486865	2678.45482486865	3483.188	0.997347416576644	0.997347416576644	0.76692673493363
1	241519590	241519723	FH	3635.37	2678.45482486865	2678.45482486865	3483.188	1.35726388447797	1.35726388447797	1.04369043531386
2	47369505	47369582	EPCAM	572.397	2678.45482486865	2678.45482486865	1803.623	0.213704182980973	0.213704182980973	0.317359559065281
2	47373462	47373571	EPCAM	1956.9	2678.45482486865	2678.45482486865	1803.623	0.730607804854787	0.730607804854787	1.08498283732243
2	47373807	47374049	EPCAM	1386.65	2678.45482486865	2678.45482486865	1803.623	0.517705203434969	0.517705203434969	0.768813660060888
2	47375233	47375300	EPCAM	2494.07	2678.45482486865	2678.45482486865	1803.623	0.931160001969533	0.931160001969533	1.38281115288505
2	47377013	47377078	EPCAM	2794.77	2678.45482486865	2678.45482486865	1803.623	1.04342622248148	1.04342622248148	1.54953113815914
2	47378952	47379055	EPCAM	1530.38	2678.45482486865	2678.45482486865	1803.623	0.571366739431585	0.571366739431585	0.848503262599778
2	47379768	47379970	EPCAM	1506	2678.45482486865	2678.45482486865	1803.623	0.562264476524763	0.562264476524763	0.834986025350087
2	47385165	47385211	EPCAM	2721.74	2678.45482486865	2678.45482486865	1803.623	1.01616050221548	1.01616050221548	1.50904041476517
2	47386571	47386614	EPCAM	1269.7	2678.45482486865	2678.45482486865	1803.623	0.474041969351588	0.474041969351588	0.703971949792168
2	47403191	47403403	MSH2	1665.73	2678.45482486865	2678.45482486865	2876.485625	0.621899605897473	0.621899605897473	0.579085111888922
2	47408400	47408556	MSH2	3213.24	2678.45482486865	2678.45482486865	2876.485625	1.19966182373734	1.19966182373734	1.11707146111672
2	47410093	47410373	MSH2	1767.5	2678.45482486865	2678.45482486865	2876.485625	0.659895393265285	0.659895393265285	0.614465090539085
2	47412413	47412561	MSH2	3078.92	2678.45482486865	2678.45482486865	2876.485625	1.14951350734504	1.14951350734504	1.0703755907002
2	47414268	47414419	MSH2	2811.36	2678.45482486865	2678.45482486865	2876.485625	1.04962009211332	1.04962009211332	0.977359308027135
2	47416295	47416430	MSH2	3557.15	2678.45482486865	2678.45482486865	2876.485625	1.3280604798606	1.3280604798606	1.23663054982241
2	47429741	47429942	MSH2	3142.17	2678.45482486865	2678.45482486865	2876.485625	1.1731278686599	1.1731278686599	1.09236422831072
2	47445547	47445658	MSH2	4129.46	2678.45482486865	2678.45482486865	2876.485625	1.54173218142759	1.54173218142759	1.43559208643707
2	47463030	47463155	MSH2	2943.87	2678.45482486865	2678.45482486865	2876.485625	1.09909264575495	1.09909264575495	1.02342593837923
2	47466657	47466809	MSH2	2894.14	2678.45482486865	2678.45482486865	2876.485625	1.08052597084288	1.08052597084288	1.00613748069747
2	47470964	47471063	MSH2	2022.12	2678.45482486865	2678.45482486865	2876.485625	0.754957664854087	0.754957664854087	0.702982828221156
2	47475024	47475271	MSH2	2379.07	2678.45482486865	2678.45482486865	2876.485625	0.888224799578864	0.888224799578864	0.827075226562275
2	47476366	47476572	MSH2	3188.02	2678.45482486865	2678.45482486865	2876.485625	1.19024594717827	1.19024594717827	1.10830381778807
2	47478271	47478520	MSH2	2402.41	2678.45482486865	2678.45482486865	2876.485625	0.896938778916239	0.896938778916239	0.83518929457539
2	47480695	47480872	MSH2	3030.76	2678.45482486865	2678.45482486865	2876.485625	1.131532991283	1.131532991283	1.0536329379362
2	47482778	47482950	MSH2	3797.85	2678.45482486865	2678.45482486865	2876.485625	1.4179257252122	1.4179257252122	1.32030904899794
2	47783233	47783494	MSH6	2063.04	2678.45482486865	2678.45482486865	2438.0429	0.770235129913445	0.770235129913445	0.846186914922621
