CHR	START	STOP	GENE	AUTO_RATIO	AUTO_ZSCORE	AUTO_VC	GENE_RATIO	GENE_ZSCORE	GENE_VC	ABBERATION	QUALITY	SHAPIRO.WILK	CNV.type
1	17018880	17018959	SDHB	0.965774730144862	-0.745276077866734	0.0459229416743167	0.913678175979694	-1.96321915391302	0.0439695302728951	.	.	0.95995	
1	17022607	17022731	SDHB	1.00914668041881	0.124032734491263	0.0737440842235953	0.954897867571997	-0.648842187095359	0.0695117138266077	.	.	0.34167	
1	17023972	17024075	SDHB	1.10869527239083	1.99924766539828	0.0543680876922157	1.0490090738602	0.966539881810647	0.050705692318039	.	.	0.59607	
1	17027748	17027866	SDHB	1.17817425593305	2.62707282687023	0.0678223512156382	1.11519923800073	1.95809198634474	0.058832393372785	.	.	0.068631	
1	17028599	17028737	SDHB	1.04628518371923	0.891925744167889	0.051893539369035	0.9902972491467	-0.242065898803631	0.0400830967982463	.	.	0.80508	
1	17033059	17033146	SDHB	1.0111637992939	0.21331597222935	0.0523345681864474	0.956652584787911	-0.870418143406512	0.0498006797542643	.	.	0.053775	
1	17044760	17044889	SDHB	1.05810535018831	1.20700377401672	0.0481401561777592	1.00102223362234	0.0220155804357606	0.0464322812347108	.	.	0.99556	
1	17053947	17054020	SDHB	1.04375243168619	0.339191618636506	0.128990308964786	0.987392270675387	-0.0976682017725575	0.129087349780158	.	LOW_QUALITY	0.00018311	
1	45329305	45329438	MUTYH	1.07361896730939	1.73951646511156	0.0423215122052142	1.02695985797998	0.706449653861396	0.0381624618720113	.	.	0.80998	
1	45330515	45330558	MUTYH	1.02666575689579	0.500180169829316	0.0533123032544203	0.98135596581713	-0.297021412915069	0.0627700003171193	.	.	0.17767	
1	45331181	45331335	MUTYH	1.00473388013505	0.122531736421337	0.0386339104734217	0.961116792058418	-1.19691979673027	0.0324860596740084	.	.	0.095689	
1	45331419	45331557	MUTYH	0.994814119388293	-0.0451105979242436	0.11495925237825	0.953182277647694	-0.489561549649428	0.0956319432885035	.	LOW_QUALITY	0.10106	
1	45331660	45331850	MUTYH	1.04862046766509	0.869358873017464	0.0559268090246019	1.00350247287961	0.0824165661609298	0.0424971949543488	.	.	0.048671	
1	45332022	45332087	MUTYH	1.09865351857788	1.34642885816126	0.0732705021731356	1.05177589959042	0.889187365587028	0.0582283347629834	.	.	0.0074037	
1	45332165	45332311	MUTYH	1.06696330636274	1.07620935487301	0.0622214498132109	1.0213816530662	0.478361277288159	0.044697708784901	.	.	0.84239	
1	45332390	45332489	MUTYH	1.04179581710031	0.534540495168725	0.078190179187668	0.997871912032621	-0.0385478020898358	0.0552064670877918	.	.	0.70441	
1	45332573	45332688	MUTYH	1.06970161213584	1.2744814904031	0.0546901721685985	1.0238176358931	0.633970001724474	0.0375690266547588	.	.	0.046838	
1	45332762	45332835	MUTYH	1.01321426170897	0.178361123714005	0.0740871185032632	0.969997960478848	-0.5118291529705	0.0586172931866601	.	.	0.39798	
1	45332917	45332960	MUTYH	1.06524404256419	0.850150224239373	0.0767441338059565	1.02038239241269	0.389457892241329	0.0523352917446189	.	.	0.49582	
1	45333096	45333171	MUTYH	1.08180417122196	1.17541562480449	0.0695959535467031	1.03546975542353	0.647031470684476	0.0548192120948978	.	.	0.0070325	
1	45333284	45333325	MUTYH	1.06663698391812	1.13662155032131	0.0586272395585731	1.02089297156809	0.481215537884653	0.0434170759737495	.	.	0.50764	
1	45333412	45333604	MUTYH	1.04342412935356	0.942744864796589	0.0460613798866284	0.99824526804087	-0.0450344364021428	0.0389642260305116	.	.	0.19052	
1	45334390	45334512	MUTYH	0.996712942163955	-0.0711337522708161	0.0462095381040934	0.953343438500208	-1.07329588727168	0.0434703626959693	.	.	0.23597	
1	45340218	45340255	MUTYH	1.05774434033784	0.799716874294784	0.072205979633436	1.01043757365576	0.12318274446619	0.0847324331098135	.	.	0.49767	
1	161314405	161314426	SDHC	1.02530058970016	0.169996654532832	0.148829927092931	1.0283279291319	0.199141688345658	0.142250120340083	.	LOW_QUALITY	0.013462	
1	161323613	161323671	SDHC	0.976096268417076	-0.314763274163267	0.0759419333353523	0.978691927142241	-0.329672293307637	0.0646341026841318	.	.	0.72866	
1	161328395	161328498	SDHC	0.96891408488848	-0.669733102736786	0.0464153779833947	0.970433053140991	-0.568690154301843	0.0519913113236625	.	.	0.077939	
1	161340593	161340656	SDHC	0.97326127583141	-0.597752959476951	0.0447320648851114	0.97500820406117	-0.544651327164007	0.0458858625553378	.	.	0.052149	
1	161356676	161356841	SDHC	1.0019295721751	0.0823523193965751	0.0234306961751835	1.00370589496836	0.140190222892114	0.026434760512605	.	.	0.64013	
1	161362328	161362434	SDHC	1.04194610995735	0.815804874116766	0.0514168415612373	1.04440583232505	1.12393970772308	0.0395090875604083	.	.	0.012661	
1	193122200	193122332	CDC73	1.04362401197594	0.552452191490652	0.0789643206197223	1.0618008161743	0.768230221149306	0.080445697751697	.	.	0.083949	
