CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
1	17018880	17018959	SDHB	910.337	972.705258312924	970.855642476446	701.0615	0.935881647827116	0.937664633310391	1.29851232737784
1	17022607	17022731	SDHB	319.472	972.705258312924	970.855642476446	701.0615	0.328436591937518	0.329062309598464	0.455697538661016
1	17023972	17024075	SDHB	737.5	972.705258312924	970.855642476446	701.0615	0.758194729284318	0.759639196326649	1.05197618183283
1	17027748	17027866	SDHB	804.244	972.705258312924	970.855642476446	701.0615	0.826811609299711	0.828386801099024	1.1471803828908
1	17028599	17028737	SDHB	1062.19	972.705258312924	970.855642476446	701.0615	1.09199574169289	1.09407614636773	1.51511671943189
1	17033059	17033146	SDHB	669.455	972.705258312924	970.855642476446	701.0615	0.688240342363435	0.689551536510993	0.954916223469696
1	17044760	17044889	SDHB	640.862	972.705258312924	970.855642476446	701.0615	0.6588450042015	0.660100196117002	0.914130928598989
1	17053947	17054020	SDHB	464.432	972.705258312924	970.855642476446	701.0615	0.477464263743694	0.478373899970683	0.662469697736932
1	45329305	45329438	MUTYH	517.463	972.705258312924	970.855642476446	608.210875	0.531983348067323	0.532996850778003	0.850795375863675
1	45330515	45330558	MUTYH	728.864	972.705258312924	970.855642476446	608.210875	0.74931639751198	0.750743950090071	1.19837383703473
1	45331181	45331335	MUTYH	1216.6	972.705258312924	970.855642476446	608.210875	1.25073858664041	1.25312141864543	2.00029307269457
1	45331419	45331557	MUTYH	174.022	972.705258312924	970.855642476446	608.210875	0.178905170412902	0.17924600979411	0.286121158224933
1	45331660	45331850	MUTYH	349.738	972.705258312924	970.855642476446	608.210875	0.359551875566697	0.360236872196461	0.575027534652352
1	45332022	45332087	MUTYH	377.985	972.705258312924	970.855642476446	608.210875	0.388591504743773	0.389331825930208	0.621470308303843
1	45332165	45332311	MUTYH	480.612	972.705258312924	970.855642476446	608.210875	0.494098285058705	0.495039611423652	0.790206192876772
1	45332390	45332489	MUTYH	329.15	972.705258312924	970.855642476446	608.210875	0.338386162907028	0.339030835892768	0.541177432909268
1	45332573	45332688	MUTYH	640.172	972.705258312924	970.855642476446	608.210875	0.658135642353085	0.659389482835015	1.05254941388544
1	45332762	45332835	MUTYH	765.689	972.705258312924	970.855642476446	608.210875	0.787174730943702	0.78867440894394	1.25892027169031
1	45332917	45332960	MUTYH	451.386	972.705258312924	970.855642476446	608.210875	0.464052184505398	0.464936268844883	0.742153780134234
1	45333096	45333171	MUTYH	454.803	972.705258312924	970.855642476446	608.210875	0.467565067746028	0.468455844619592	0.747771897370299
1	45333284	45333325	MUTYH	886.071	972.705258312924	970.855642476446	608.210875	0.9109347280972	0.912670186207933	1.45684833405848
1	45333412	45333604	MUTYH	739.073	972.705258312924	970.855642476446	608.210875	0.759811868686575	0.76125941660573	1.21515913374617
1	45334390	45334512	MUTYH	797.667	972.705258312924	970.855642476446	608.210875	0.82005005440547	0.821612364496664	1.31149743088694
1	45340218	45340255	MUTYH	822.079	972.705258312924	970.855642476446	608.210875	0.845147070990268	0.846757194409513	1.35163482566799
1	161314405	161314426	SDHC	632.091	972.705258312924	970.855642476446	887.867833333333	0.649827884241429	0.651065897281774	0.711920148775897
1	161323613	161323671	SDHC	784.085	972.705258312924	970.855642476446	887.867833333333	0.80608693465884	0.807622643053262	0.883110042466906
1	161328395	161328498	SDHC	582.394	972.705258312924	970.855642476446	887.867833333333	0.59873635412449	0.599877030651475	0.655946727806898
1	161340593	161340656	SDHC	956.641	972.705258312924	970.855642476446	887.867833333333	0.983484968159023	0.985358644627962	1.07745878844205
1	161356676	161356841	SDHC	1606.22	972.705258312924	970.855642476446	887.867833333333	1.6512915770455	1.65443751854073	1.80907556248518
1	161362328	161362434	SDHC	765.776	972.705258312924	970.855642476446	887.867833333333	0.787264172220241	0.788764020618625	0.862488730023068
1	193122200	193122332	CDC73	1170.87	972.705258312924	970.855642476446	1159.42082352941	1.20372537312153	1.20601863837693	1.00987491016052
1	193125111	193125218	CDC73	717.824	972.705258312924	970.855642476446	1159.42082352941	0.737966607937337	0.739372537578279	0.619122915021364
1	193130173	193130244	CDC73	1160.94	972.705258312924	970.855642476446	1159.42082352941	1.19351673086825	1.19579054723181	1.00131028910276
1	193135390	193135454	CDC73	1143.66	972.705258312924	970.855642476446	1159.42082352941	1.17575184283838	1.17799181460466	0.986406295962984
1	193135536	193135590	CDC73	1770.13	972.705258312924	970.855642476446	1159.42082352941	1.81980099816685	1.82326797368636	1.52673642225221
1	193138084	193138174	CDC73	764.802	972.705258312924	970.855642476446	1159.42082352941	0.786262841147261	0.78776078186985	0.659641421370934
1	193141849	193142067	CDC73	1506.45	972.705258312924	970.855642476446	1159.42082352941	1.54872196600727	1.55167249804242	1.29931252693409
1	193147866	193147966	CDC73	990.624	972.705258312924	970.855642476446	1159.42082352941	1.01842155322379	1.02036178877545	0.854412806718811
1	193150303	193150383	CDC73	931.519	972.705258312924	970.855642476446	1159.42082352941	0.957658028512812	0.959482501048141	0.803434767683702
1	193152379	193152445	CDC73	1084	972.705258312924	970.855642476446	1159.42082352941	1.11441774446671	1.11654086619402	0.934949569648213
1	193203794	193203853	CDC73	1206.05	972.705258312924	970.855642476446	1159.42082352941	1.23989254678421	1.24225471556577	1.04021764619394
1	193212064	193212101	CDC73	1735.03	972.705258312924	970.855642476446	1159.42082352941	1.78371606935616	1.78711429803746	1.49646268618703
1	193212389	193212478	CDC73	1378.7	972.705258312924	970.855642476446	1159.42082352941	1.41738721798548	1.4200875389499	1.18912820265128
