CHR	START	STOP	GENE	17401.best.score.totallist	17320.best.score.totallist	17370.best.score.totallist	17300.best.score.totallist	17392.best.score.totallist	17367.best.score.totallist	17316.best.score.totallist	17299.best.score.totallist	17397.best.score.totallist	17398.best.score.totallist	17360.best.score.totallist	17329.best.score.totallist	17327.best.score.totallist	17391.best.score.totallist	17306.best.score.totallist	17311.best.score.totallist	17308.best.score.totallist	17315.best.score.totallist	17384.best.score.totallist	17386.best.score.totallist	17319.best.score.totallist	17304.best.score.totallist	17314.best.score.totallist	17389.best.score.totallist	17369.best.score.totallist	17309.best.score.totallist	17313.best.score.totallist	17364.best.score.totallist	17362.best.score.totallist	17312.best.score.totallist	17365.best.score.totallist	17301.best.score.totallist	17374.best.score.totallist	17328.best.score.totallist	17368.best.score.totallist	17373.best.score.totallist	17298.best.score.totallist	17387.best.score.totallist	17403.best.score.totallist	17310.best.score.totallist	17399.best.score.totallist	17382.best.score.totallist	17402.best.score.totallist	17296.best.score.totallist	17333.best.score.totallist	17326.best.score.totallist	17376.best.score.totallist	17330.best.score.totallist	17317.best.score.totallist	17305.best.score.totallist
1	17018880	17018959	SDHB	0.041077096130084	0.0414826044394862	0.0540370309880384	0.0395598116875322	0.0540872880447566	0.0527925794737876	0.0424890639636471	0.0403423641524422	0.0529283775426597	0.0413799285084667	0.0537295428455785	0.040734140322302	0.0389095081361509	0.0366440037042283	0.0407414573850441	0.0403185263997203	0.0408671587071028	0.0425054185875634	0.0475367416543438	0.0535795782309174	0.040481463393531	0.0399440400402398	0.041764930678498	0.0343694204635771	0.0574494890201065	0.0400559806732818	0.0381242094527239	0.0551683107722812	0.0536176961815761	0.0374363408984864	0.0566458280667165	0.0418067091497691	0.0414237887641824	0.0402989967933395	0.036260902121872	0.0552218641160251	0.0422221696388073	0.0472654802071808	0.0485884414311533	0.0410945482843832	0.0391681300476172	0.0558638219436045	0.0558328514566435	0.0386641326046348	0.0383629193831491	0.0413774624757669	0.0388128388884684	0.0413723320716132	0.0424764787593361	0.0419400365450612
1	17022607	17022731	SDHB	0.0746492099790929	0.0735029795060661	0.0667446010609545	0.0705782055321988	0.0739860279996515	0.0689182697386386	0.0775392335746457	0.0840655939298827	0.0646953868919017	0.074234847295563	0.0801225858307957	0.0782640057190284	0.0700488477164929	0.0660124145577617	0.0842106443820162	0.0698832163290576	0.0767592292506354	0.0812036859411977	0.0648551784928235	0.0706128028435154	0.0787803863071888	0.073934980282621	0.0841701842625302	0.061851669263571	0.0836017207968164	0.0721671321459134	0.0782545558821287	0.0856596372668964	0.0796850369094185	0.0780545136456857	0.0740659193493968	0.0703260857371076	0.0730071334580408	0.0730541686912205	0.065956433790286	0.0698204431402054	0.0821742003587049	0.0797896266894631	0.0759085836891112	0.0788453933438298	0.080707812989708	0.0722102270268424	0.0721035177968468	0.0612388280980428	0.0669765862260588	0.0777274158981677	0.076273934962726	0.078523910248585	0.0785240647919676	0.083407410703437
1	17023972	17024075	SDHB	0.0736413449299728	0.0767183307620786	0.0658200192742075	0.0678402015045778	0.0644588462590809	0.058091206813047	0.0722987727304239	0.0676223924874919	0.0643707705542736	0.0696330148634341	0.0701648018664366	0.0658425505131086	0.0730950249832988	0.0670187066073197	0.0708781522847067	0.0743011911333619	0.0663165935758737	0.0730355906265292	0.0638311246063259	0.0624647622617871	0.0647596629820627	0.0700411932886566	0.0666094426131353	0.0654170786128694	0.0657785263472401	0.0709312548574676	0.0701701547556698	0.06487234213682	0.068974223927708	0.071159916199342	0.069385780689862	0.0751513409823109	0.0716894485933983	0.0712034021302608	0.0692317302178384	0.0637845227550675	0.0646737075020477	0.0738773810152456	0.0629124451473409	0.0680365489316249	0.0619362181125683	0.0619758119541859	0.0613468783566408	0.0795235515315569	0.075047162461057	0.0655709184308498	0.0650483311458891	0.0663514450373949	0.0718555485996094	0.0702521565600959
1	17027748	17027866	SDHB	0.0667857995281072	0.0779714252898861	0.0674786395543004	0.0813333716332626	0.0609258978483576	0.0686904509022891	0.0817459889283032	0.0849987950882912	0.0688207290778972	0.0811021510541107	0.0550221411085062	0.0816161926443216	0.0730907794797452	0.0576309027142236	0.085653189750132	0.067458891873854	0.0824300463351232	0.0789460332044323	0.0680778429236199	0.0580682898944932	0.0825017076213595	0.0808695476689854	0.0837453173621601	0.0648913703842633	0.0581507301489919	0.0807747966505746	0.0746348211137666	0.0556518305803072	0.0545821789582751	0.082729352808277	0.0578721493826979	0.0793174638834732	0.0639194411262396	0.0792092638427039	0.0651185513597564	0.0685681908476525	0.0840876802752677	0.0559037791997335	0.0579355704221008	0.0826162072021996	0.0619856112525724	0.0606384004589508	0.0597642783660994	0.0690494061392635	0.0721916058993969	0.0824072747726489	0.0613728493869169	0.074585404165361	0.0811220388391216	0.0853059650677908
1	17028599	17028737	SDHB	0.0428545543281244	0.0402637851149544	0.0510441555302884	0.0436408570582671	0.0547084557675486	0.0532535629762183	0.0433373266532505	0.0376413485103719	0.0535401083707366	0.0420806287984199	0.0450516884523519	0.0403497239741699	0.041823989049043	0.0459889255969623	0.0406318460908334	0.0386498324028266	0.0420922862085789	0.0421091154331647	0.0523395999443267	0.0468134000627164	0.0421671312794404	0.0439734985284537	0.040589822302783	0.0524060681701642	0.0477815398418242	0.0436705701546846	0.0414286222903546	0.0451949928927448	0.0400533917717206	0.0394827835569294	0.0478144594072419	0.0410182739124317	0.0443027749484172	0.0439615354384946	0.0521272436424852	0.0500679669004208	0.0385115184755179	0.0453534320933397	0.0435532125451683	0.0409402857006325	0.0413322011723954	0.0474994573662317	0.0459581601880063	0.0509109171839637	0.042662965181948	0.0421726664691303	0.0466923830172748	0.0408426149903766	0.0434072011492326	0.0384846709154935
1	17033059	17033146	SDHB	0.0430837825690077	0.0485367128207195	0.047868587808348	0.0476318548140651	0.0476090207279083	0.0442990578199218	0.0527380618365638	0.052421768627096	0.0465235210438673	0.0442488670459429	0.0451095674622762	0.0482611228438327	0.047510643501994	0.0460890523417716	0.0539538281912688	0.0466559331178302	0.0483119833079414	0.0537095711114011	0.0437224101816619	0.0474244463488647	0.04525022276845	0.0484934030212067	0.0533805004529454	0.0459475688414432	0.0485771535004108	0.0524024685119821	0.053456491877608	0.0439550715135093	0.0497308222964825	0.0528332632290396	0.0462676263068426	0.0483386808209091	0.0478641674425191	0.0536566322762598	0.045346393156611	0.0491273926340705	0.0490133236847981	0.0509014573948392	0.0471156525376865	0.0527251019084251	0.0452715859093324	0.0497878022625644	0.0496697805432841	0.0496874114083698	0.0466684618480915	0.0484905620634749	0.0486020880939856	0.0471343083995369	0.0538012765020168	0.0531535712399346
1	17044760	17044889	SDHB	0.0633315244657292	0.0705406887217407	0.0617257046583212	0.0704137905595489	0.0599134094295394	0.0603145756218459	0.0701774070627291	0.0687118596539497	0.0601960567910287	0.0634203369164859	0.0574301042248223	0.0719892775833525	0.0611414904471547	0.0640909165351518	0.0704411414333926	0.0665075080639115	0.0718318655510273	0.0729354612879255	0.0604770756124564	0.0597612258958262	0.0698464041920394	0.0711064444864848	0.0675934412381567	0.0613898383260337	0.0601483682045219	0.0711395623826064	0.0701222404665686	0.0565088412455284	0.0576859176391705	0.0722650412874371	0.0634216661924146	0.0686499246434383	0.0704384642781132	0.0708338723259321	0.06385577196515	0.0606737880355764	0.0726715932560059	0.05824683227641	0.0568859355547663	0.0728757319603551	0.0558361809825966	0.062002995681459	0.0620051194207188	0.0599776628018732	0.0620270883910129	0.0727045693010933	0.064374224731855	0.0727185305172388	0.071715314319736	0.0714469035735845
1	17053947	17054020	SDHB	0.0961650964120599	0.145767877144617	0.132725436072741	0.14362370364586	0.129034581686888	0.133229836052948	0.105387204807148	0.140258577732937	0.131405045503741	0.140109050695199	0.134246015401849	0.144706276584056	0.143048489521423	0.0884624820420991	0.141033166675035	0.144729552687283	0.144398525449282	0.100783642150931	0.133779355559906	0.130232177922472	0.144611478135036	0.145171227621151	0.140461447861789	0.135076625101719	0.130166409937515	0.145884963935909	0.14381217819291	0.134976516158596	0.134337185315789	0.144161539541101	0.135820838064767	0.144737551277712	0.102498500407274	0.145514538933737	0.0858105971931886	0.129920668135849	0.100100647321788	0.13126958523105	0.132155923167976	0.140714616425759	0.0865336029697368	0.129979013972485	0.12937300820736	0.0990471271732635	0.140987897471492	0.144962282643197	0.0785237372605422	0.143277849150898	0.10467549294875	0.141226684496442
1	45329305	45329438	MUTYH	0.0468172019254701	0.0456897020768263	0.0531205286429237	0.0456610971123155	0.0611215872895443	0.0501393529232119	0.0476692846266656	0.0469164801524711	0.0514287266419646	0.0454088553632909	0.0625620386960582	0.0455934509908565	0.0453183062647673	0.0467777818380409	0.0456264515749129	0.0445634921858347	0.0450706555514746	0.0474773929530608	0.0518454110810811	0.0594352342180657	0.0448020931824569	0.0475220665795246	0.046247306549753	0.0520462253273057	0.0624983897436328	0.0473539231600732	0.0465711846248483	0.0625193503020466	0.0613835861943022	0.0458896130754101	0.053072235454389	0.0473993607436134	0.0465294974586545	0.0464245674014763	0.0514497768753672	0.0612936212568425	0.0442622054294189	0.0627009125732446	0.0627292338584032	0.0455190979814543	0.0430746045382378	0.0605731569573552	0.0597015336921936	0.0459181338958702	0.0427840759150417	0.0448097952757824	0.0487696915658574	0.0456903300179945	0.0457554267915409	0.0465691459858263
1	45330515	45330558	MUTYH	0.0554680436793774	0.0532096330033104	0.0519892735330054	0.0499494133491787	0.0517311184661256	0.0478785845162538	0.0534137637281527	0.0567883280847888	0.0486720534939111	0.0495439198890444	0.0525140892457062	0.0521173667655662	0.053771952267112	0.0501345502199105	0.0566580000758711	0.0520619998627364	0.0518061337059765	0.0564001515255055	0.0460043432476617	0.0455373997067128	0.050774644585867	0.046852441589729	0.0567830462893128	0.0467799609393267	0.0493333466400383	0.0479812121091375	0.0524925399743167	0.0522500656367924	0.0528575043242639	0.0512847055484964	0.052895472273581	0.0504547611861217	0.0546197036804659	0.0481024815248633	0.047412844218565	0.049854376745401	0.0551411973801349	0.0513737129525186	0.0493347883384113	0.051620615235446	0.0542057323957567	0.0509870059901363	0.0511822574154491	0.0467524876890998	0.0507461818260588	0.0519968623785716	0.0531111863541859	0.0522829994183029	0.0513500261774738	0.0565159052824974
