CHR	START	STOP	GENE	17390.best.score.totallist	17401.best.score.totallist	17320.best.score.totallist	17370.best.score.totallist	17300.best.score.totallist	17377.best.score.totallist	17325.best.score.totallist	17303.best.score.totallist	17392.best.score.totallist	17367.best.score.totallist	17316.best.score.totallist	17332.best.score.totallist	17378.best.score.totallist	17343.best.score.totallist	17385.best.score.totallist	17371.best.score.totallist	17299.best.score.totallist	17318.best.score.totallist	17397.best.score.totallist	17398.best.score.totallist	17360.best.score.totallist	17329.best.score.totallist	17393.best.score.totallist	17327.best.score.totallist	17391.best.score.totallist	17306.best.score.totallist	17311.best.score.totallist	17363.best.score.totallist	17308.best.score.totallist	17297.best.score.totallist	17396.best.score.totallist	17336.best.score.totallist	17315.best.score.totallist	17384.best.score.totallist	17386.best.score.totallist	17379.best.score.totallist	17331.best.score.totallist	17366.best.score.totallist	17319.best.score.totallist	17375.best.score.totallist	17337.best.score.totallist	17357.best.score.totallist	17304.best.score.totallist	17321.best.score.totallist	17314.best.score.totallist	17389.best.score.totallist	17369.best.score.totallist	17309.best.score.totallist	17395.best.score.totallist	17359.best.score.totallist	17313.best.score.totallist	17364.best.score.totallist	17302.best.score.totallist	17362.best.score.totallist	17388.best.score.totallist	17307.best.score.totallist	17380.best.score.totallist	17312.best.score.totallist	17365.best.score.totallist	17301.best.score.totallist	17374.best.score.totallist	17328.best.score.totallist	17338.best.score.totallist	17368.best.score.totallist	17373.best.score.totallist	17298.best.score.totallist	17387.best.score.totallist	17403.best.score.totallist	17310.best.score.totallist	17372.best.score.totallist	17322.best.score.totallist	17399.best.score.totallist	17382.best.score.totallist	17402.best.score.totallist	17296.best.score.totallist	17341.best.score.totallist	17334.best.score.totallist	17333.best.score.totallist	17326.best.score.totallist	17376.best.score.totallist	17330.best.score.totallist	17400.best.score.totallist	17317.best.score.totallist	17361.best.score.totallist	17305.best.score.totallist
1	17018880	17018959	SDHB	0.0437910445862187	0.0363613723375738	0.0450204978108487	0.0487336843299008	0.047113383073765	0.0560407825398853	0.0499975943798422	0.0478635816285201	0.0485953596222978	0.04221486102517	0.0429863876448405	0.0426868898108532	0.0525795028494186	0.0498795681800748	0.0473975371501175	0.056376588060824	0.0459647012678858	0.0451380355314438	0.0516770573386906	0.041469430905432	0.0576688262198606	0.0454876376546138	0.0441070318755785	0.0508912825918511	0.0388034994465597	0.040893892538151	0.0455737317228268	0.0568550662689775	0.0469854729826299	0.0449634332323068	0.0567678648204324	0.0432779999827485	0.0422986002910623	0.043979189178541	0.0475850939805489	0.0387307825204885	0.0407750345506988	0.0544210681628574	0.0451613985967886	0.0489497216995176	0.0467865252401648	0.0580849905452884	0.0463294304527722	0.0431909035994185	0.0434699236294509	0.0435384513864517	0.0566131219094312	0.0460105192653587	0.0585021404649771	0.0570321384098161	0.0407069324749094	0.0570717983662954	0.0417186344461232	0.0576117616217734	0.0569969063479673	0.0445402372295799	0.0557168178800726	0.0393483019307675	0.0493738866392551	0.0463239057181186	0.0450247955070882	0.0460267667588807	0.0439072657315721	0.0422338010127951	0.0479913801956195	0.0457385834470885	0.0537367504479329	0.0545987173331708	0.0425452323610514	0.0375052720980754	0.0471170721055709	0.0399894828171506	0.0490593198819393	0.0557979706025463	0.0409841053736545	0.0414646097890083	0.0527304993504777	0.0444542019370708	0.0474749555479301	0.0422416975978693	0.0528842783471182	0.0460672456678776	0.0378514984040732	0.0573920777880887	0.0456623303635735
1	17022607	17022731	SDHB	0.0641254338083512	0.0834298636661098	0.0740221568992065	0.0638026788622982	0.0702398885476238	0.0697121084843027	0.0751508331853398	0.0696203490615219	0.0621595088329014	0.0677936777237695	0.0697961784868981	0.0762846480151326	0.0673032788904594	0.0688513001157472	0.0610320713199262	0.110773743140314	0.0697395548417397	0.0754780997581984	0.0662638592997254	0.0827542413281163	0.0722150250070743	0.0748030474757546	0.0842231120595387	0.0704832003017828	0.0717753523506906	0.0767397152410774	0.0723010681993245	0.0765778367189385	0.0751449218681082	0.0749727028272544	0.0778839109016538	0.0714449212351397	0.0695958383179409	0.0680853324234744	0.0674424227392233	0.0686354907097022	0.0768743109721343	0.070351548265482	0.0752470559414151	0.0635504785110236	0.0756887179125393	0.0801752361405378	0.0772503822641521	0.0756787982695956	0.0699465198971924	0.0693497463529455	0.0749482719590566	0.0702502596738695	0.079869676044208	0.0710305397676419	0.0709509350727563	0.082025513913583	0.0757701281747779	0.0790767288805177	0.0720430128844997	0.0679298200481212	0.0721311832962887	0.0760081903531421	0.0642622869917114	0.0714463873383882	0.0860168951608241	0.073840053272532	0.0736894296614043	0.0709070016511842	0.0635695592693584	0.0714569951327223	0.0803362931034225	0.0755212416689945	0.071053283467046	0.0628672378656183	0.0764916252022633	0.0884986435617026	0.0617952885109064	0.0722758026304211	0.0667705653622868	0.0783818887711324	0.0739352977315186	0.064538088451567	0.0680438750591928	0.0698616942018577	0.0758324007779751	0.0819093792986007	0.0684694016267277	0.109498100794616	0.0701823926811507
1	17023972	17024075	SDHB	0.0463309249276246	0.0724215699088665	0.0566588539853039	0.0489971244368856	0.0526612073850469	0.0502762536857082	0.053771710575905	0.0579064247469754	0.0508887770384291	0.0492208258191352	0.0544391238257122	0.0554951253762912	0.0449458662403475	0.0562518760554287	0.0450806768145319	0.0914829808529549	0.056475235444027	0.0503260073157079	0.040343561549457	0.0690730500263773	0.0496792609406441	0.0552641375811002	0.0581609174316792	0.0593158413590619	0.0579869509282039	0.0565831992442497	0.0580748878868398	0.0523851892084893	0.0507935780555102	0.0571916760223242	0.0544631752824714	0.0583548907224989	0.0614740697855973	0.0502780922057961	0.0444874166181792	0.0676614163117474	0.0556767673565807	0.050289485783313	0.0541430727658275	0.0418971641957699	0.0527565077028472	0.0545901992687748	0.0530558495979913	0.0554726590671185	0.0579223736404611	0.0482008745474463	0.0470962042104102	0.0564200919363084	0.0527069106443415	0.0507631091353242	0.0565271672515386	0.0489228959617572	0.0571926890009567	0.055243144407662	0.0486484282650661	0.0759088417016751	0.0458352780074582	0.0537307558387214	0.0489916477490692	0.055772373499938	0.0636062443468099	0.0555260663899055	0.054352459651767	0.0533426127368941	0.0488441587409409	0.0708289183149192	0.054040718113028	0.0544020935875679	0.0554593480447199	0.0672675881932835	0.0488914672047036	0.0632825185275385	0.0446698242535962	0.0485881223974258	0.0706371510396182	0.0541299626055743	0.0509607049895398	0.0651051973404451	0.0556361501036835	0.056817182908933	0.0490949160109126	0.0455447266180018	0.0610382327206307	0.0928045974060627	0.0538294047485876
1	17027748	17027866	SDHB	0.0426555624989105	0.0712373212530609	0.0748750469379177	0.0470328153763024	0.0784770835869813	0.0501888960276878	0.0693655153300486	0.0805472016720438	0.0478202056993244	0.0458919052974897	0.0784197201650958	0.0778057166321726	0.0463227896109174	0.0779410966769626	0.0437374427457632	0.0889217967247558	0.0794103190914288	0.0696306957795373	0.0488266298381717	0.0719097668424319	0.0499632123023842	0.0727615138041148	0.0696613515930324	0.0731433493182033	0.0534842221077799	0.0787816093764046	0.0717709585887673	0.0485665749932547	0.0727509579244226	0.0696996692079395	0.0486270625024491	0.0730421140079251	0.0745803208471876	0.0440090259813404	0.04796725072849	0.0632672070904088	0.0774735655509548	0.0493262242168792	0.0729981206147363	0.046744737783613	0.0699166186248378	0.0474183925295541	0.0738301338708446	0.0739555163607154	0.0764053819661417	0.0402869727714063	0.0449998386938374	0.0774365406608721	0.0503366304413803	0.0486569293854213	0.0778496945408337	0.0443177937429434	0.0731065775668039	0.048090641001818	0.0502355806599801	0.0796371979461778	0.0512991102335064	0.0793582803058392	0.0470397101071942	0.0749799810655541	0.0734318615698356	0.0716123513528192	0.0724649068695193	0.0442782223277912	0.0469519570370277	0.080799923511076	0.0500610466962609	0.0491648281171712	0.082382498740963	0.0660123808283487	0.0665138242277995	0.0570790120567699	0.0467495537349437	0.0478789765994198	0.0678972112859683	0.0776779214720215	0.072732912965249	0.0748323686933893	0.0796647231020346	0.0561383863025393	0.0566321857731481	0.0518798057370834	0.078405488627819	0.0883238786001923	0.0758432848828218
1	17028599	17028737	SDHB	0.0496587987415461	0.0595952795221694	0.0529949817885627	0.041211035895574	0.0516544795755403	0.0401428553935318	0.0512467307078583	0.0489293769999933	0.0390447392622	0.0449842849243807	0.0530095745172707	0.0524352920354093	0.0396492450659262	0.0526689375188001	0.0432736390256106	0.0957862996147951	0.0536050431082172	0.0473883506425855	0.0417822221182989	0.0534696431054871	0.0430036997050471	0.0492700366513387	0.0573436974819645	0.0535395858254196	0.0588658958703916	0.0525594140359008	0.051593134672959	0.0406253898399801	0.0505463435452302	0.0546969822483937	0.0438437285660938	0.0458184318554167	0.0533720670182595	0.048229985199395	0.0383746968634781	0.050274581445559	0.0497302709012644	0.0392440021215732	0.0506411687576786	0.0455334494232668	0.0507795613428617	0.0439257346560584	0.0505146543927161	0.050499197280993	0.0546366294060786	0.0491818790893916	0.0424103216660277	0.0469744417557349	0.043203722064948	0.043490917091529	0.0496813608132954	0.0423124898034659	0.0526149859784271	0.041096928398958	0.0407901162592717	0.057124652487801	0.0391674288709611	0.0538209426777046	0.0416270043046774	0.0533869088890975	0.0608310699226929	0.0472076126566816	0.0513600268808188	0.0543399457146658	0.0402674198530135	0.05406684606981	0.0437038836780165	0.043477010129889	0.0514836092768658	0.0519433222797367	0.0507021337223988	0.0545139089313256	0.0432586793864834	0.0392501668435348	0.0529742619740915	0.0503112153763544	0.0457288384085309	0.0502027910824975	0.0516213987867884	0.0604937221838188	0.0508672296810608	0.0430096243184676	0.0533427773043724	0.0962350209761137	0.0493594536528775
1	17033059	17033146	SDHB	0.044955262346078	0.0434732451453835	0.0527827699978499	0.0443323274612595	0.0554307719546736	0.0450540428973837	0.0548448102058303	0.0520423132232423	0.0457937067829863	0.0441159215852919	0.0527390973234349	0.0547058497018792	0.0449678896397193	0.0496516575058186	0.0445606656067209	0.0996519391964229	0.0597002256304161	0.0573215737603163	0.0443432664500344	0.0446813402176974	0.0449129669209949	0.0551458387071499	0.0439045920656029	0.0539868537051583	0.0380478302657707	0.0553793923998185	0.0521392300577998	0.0493408564469293	0.0570819836886323	0.0546560936585507	0.0479651510669237	0.0528991249969139	0.059295244009534	0.0453087637110576	0.0433136696859197	0.0390686338227763	0.0557570552532009	0.0446319952198254	0.05327448170041	0.0432373923142608	0.0565363438223226	0.0484163098685986	0.0529240684483125	0.0520905449106522	0.0599857637720618	0.0449176740527133	0.0504030464750452	0.0548936128738209	0.0481104821506991	0.050466183577795	0.052951356777802	0.0475929822335212	0.0584842635141703	0.0488954827966526	0.0488636930336155	0.0625788561412798	0.048373300553175	0.0530332356386137	0.0437526178750228	0.0529278185159306	0.0488883514988635	0.0566991761290149	0.0519530209333445	0.0423966799395641	0.0444434325319906	0.0588481142380752	0.0477504404961689	0.0493797201412477	0.052694108466234	0.0446289513755967	0.0566448119968927	0.0378256599839953	0.045125133470504	0.0453382787875392	0.0476942314154534	0.0551755940062465	0.0548036907632713	0.0491055226524542	0.0523114361891778	0.0391450035359944	0.056434776280945	0.0435701297846241	0.0582973411023033	0.0975999188600789	0.0546464121167095
1	17044760	17044889	SDHB	0.0600951087977651	0.0548927092590253	0.0490923132973301	0.0560184219812738	0.0504624884059862	0.0424884260759474	0.0538894756957066	0.0523201332319004	0.0415774504398681	0.0554927999193173	0.0700765228406458	0.0691049225968232	0.0424762570912199	0.0452006386346417	0.0552563666742449	0.102562863603236	0.0666013911132931	0.0491097550337396	0.0537663151428967	0.060093726474691	0.0426637446909733	0.0519641746188863	0.0595081191800017	0.047774974870856	0.0624060310329535	0.0701307517224994	0.0504510605993323	0.0414026350605597	0.0495179921392539	0.0707903319781	0.0426317312199406	0.066491186562421	0.0719954102858303	0.0592336169135536	0.0429021355378955	0.0629295199576766	0.0693202876170769	0.0428992034085579	0.0481715541191436	0.0539533476300619	0.052918297922384	0.0428279366136257	0.0517818890889868	0.055095604257617	0.0703541279754972	0.0616312215676699	0.041653994607505	0.0528104874700557	0.0408735882661279	0.0408165833509695	0.0528564150111256	0.0409456651578723	0.0709427986612319	0.0404989233152668	0.0433634165610608	0.0603853382212618	0.0407529391510972	0.0490131877981155	0.0563737018752732	0.0492678639998688	0.0647853870683472	0.0523346587394498	0.052960932159637	0.0626522434560684	0.0563209179491015	0.0726502990450691	0.0429185316888373	0.041137866727933	0.0547852799513512	0.0606794546118517	0.0503726838973387	0.0493586526610163	0.0555660453523227	0.0431722653630663	0.0464891539118737	0.06678892945343	0.0471581961389353	0.0576773515526754	0.0513736333609941	0.0618787143238207	0.0504408855073792	0.0580599077750781	0.0709968450722274	0.102458978761225	0.0549396934000587
1	17053947	17054020	SDHB	0.0679190185648181	0.0865939158245395	0.125983671282695	0.0633035019339871	0.0782468810256663	0.0586534632442548	0.0775899039549534	0.127748272497589	0.0604417065434054	0.0666076485503139	0.0821885230345666	0.0793754784917599	0.0605057138371151	0.126995205096979	0.0556624487529016	0.0712444225671253	0.0821946731900094	0.07774639515935	0.0600284676160226	0.0870946946533553	0.068720332823931	0.0804906675197099	0.0983028766310172	0.0856418618812732	0.0788043844839293	0.0781937909666237	0.132871022703196	0.0580545720896048	0.0779171196512074	0.0791593346019636	0.0707787962727015	0.0823345491575217	0.0848502659845645	0.0674993227365496	0.0602624449386104	0.0841889585785042	0.0781636956886525	0.0586257167188334	0.0803754938939379	0.0631595950517058	0.075850244078484	0.0705285240314487	0.0793842202194403	0.084803768852942	0.0834236073697265	0.0718181599481827	0.0688781268221137	0.0823761712128636	0.0696542445460062	0.0678565420098964	0.0787394292378857	0.0705441904402355	0.0725927382214423	0.0673887949458496	0.0689945331411474	0.0857565502215064	0.0573901957485396	0.082178509838055	0.0644867842913163	0.126989327005601	0.0968830181855019	0.0775631056658337	0.0778720981266609	0.0724713819857279	0.0648017648098472	0.0796306862172018	0.0697825505528415	0.0697613599480726	0.0758734029550691	0.137676989754352	0.0739105589206133	0.0808224693840233	0.061553319233535	0.0583347612969841	0.0932074687947268	0.0841674595293398	0.0702902361423815	0.144392789656575	0.08312205668442	0.0710556972536371	0.0708579794556842	0.0660630832605222	0.0841566383401206	0.0690685878566728	0.0801527908150525
1	45329305	45329438	MUTYH	0.0602664330464887	0.053931263672209	0.0464595148338754	0.0626793961146236	0.0552414769281048	0.0529520253410412	0.0442492676216594	0.0552866472070211	0.0553885833529328	0.0651005769373046	0.056300675871237	0.0537253151858351	0.0542957554923999	0.0434791830901307	0.0602658804181893	0.0559787200100912	0.0585028851842892	0.0549563684052526	0.0618033538190272	0.0505586315087847	0.0569659055037427	0.0419192897512368	0.0477486504125023	0.044324823409786	0.0586651952899346	0.0553094549875938	0.0401552105974535	0.0563248394991309	0.0554617957866794	0.0449641509907567	0.054453275538282	0.0528345525195558	0.0569515982215063	0.0633079258738781	0.0566831370934632	0.0530103222522933	0.0547216823452787	0.0510049521310418	0.040499769264112	0.0620114654843146	0.0432523812610923	0.0562868180274076	0.0430263654046698	0.0540922634561802	0.0585491741736217	0.063340983995872	0.0547896829261803	0.0533533732436329	0.0557364997651251	0.0550195730808176	0.054400793105343	0.0560901181071411	0.0572247620008739	0.0548319894313088	0.0547384575042939	0.0578435409475343	0.0548008340210541	0.054868479855138	0.0625773004644662	0.0465017711881557	0.0536734503295619	0.0431203271630093	0.0424665275702448	0.0618407787878405	0.0627867014369763	0.0566355370836903	0.056347012465206	0.0562993865366734	0.0546655094142495	0.0545713891464463	0.0439174092932208	0.0533748790383542	0.0604532230271054	0.0522257374438961	0.0440004899387117	0.0561581745135312	0.0433605927606397	0.0468587174485689	0.0543153111247729	0.0600238590522317	0.0444065604410767	0.0631203892956057	0.057087730042482	0.0512209228830802	0.0546542013513914
1	45330515	45330558	MUTYH	0.0480132953429366	0.0677771377925837	0.0521855000331701	0.0495652454884135	0.0580195928029216	0.0503039633582134	0.0604236420324536	0.0541105589811657	0.0455312011213416	0.0491680443471196	0.0594344230001966	0.0587785241929273	0.0475058120145523	0.051083053434418	0.0466463282680242	0.0495286907526797	0.0669455315788178	0.06135489312799	0.0495365052408907	0.0637513308508004	0.0517015623925142	0.0531379921794277	0.0585702134738287	0.0534262627645953	0.0489633925194721	0.0603631217516999	0.0500329053048397	0.0509166549723271	0.0609937250116851	0.0647946396849571	0.0480324373745757	0.0565997517342791	0.0645601285093924	0.0488209868278156	0.0411345345800923	0.0502190467575582	0.0547264228082378	0.0484446815652368	0.0522336077279192	0.0458223258657453	0.0615732024426028	0.0497512031462211	0.0548297183377451	0.0602951361529546	0.0648928103499502	0.0503398520375207	0.0515931727328192	0.0514042231432554	0.0505911985587515	0.0512597590319586	0.0604566868538408	0.0517088636644803	0.0607692796196429	0.0498023893702068	0.0513856713486364	0.0650761573830766	0.0503637785820155	0.0570273726100496	0.0488906239814735	0.0528757707950327	0.0752380993376361	0.0549425484000452	0.0579081274134119	0.0506700002206596	0.0491687627644196	0.0642079675727105	0.0498062523661423	0.0483947274351473	0.0596857520643721	0.0467635166361983	0.0615509433495976	0.0603104109768569	0.0455553276446631	0.0498243438959946	0.0465007278427187	0.0606017702673911	0.0596007416786467	0.0475345748181836	0.0573574307381266	0.0509052115084401	0.0635424369439282	0.0638779391235249	0.0610781257605286	0.0488254104170761	0.0611155768718802
