CHR	START	STOP	GENE	REGION_COV	AVG_AUTOSOMAL_COV	AVG_TOTAL_COV	AVG_GENE_COV	NORMALIZED_AUTOSOMAL	NORMALIZED_TOTAL	NORMALIZED_GENE
1	17018880	17018959	SDHB	1667.54	1522.41298061225	1530.99237651414	1171.126	1.09532697187683	1.08918896369475	1.42387753324578
1	17022607	17022731	SDHB	565.728	1522.41298061225	1530.99237651414	1171.126	0.371599564115966	0.369517189424605	0.483063308303291
1	17023972	17024075	SDHB	1313.78	1522.41298061225	1530.99237651414	1171.126	0.862959010945673	0.858123149503397	1.12180926732051
1	17027748	17027866	SDHB	1446.23	1522.41298061225	1530.99237651414	1171.126	0.949959057376396	0.94463566389068	1.23490555243415
1	17028599	17028737	SDHB	1675.58	1522.41298061225	1530.99237651414	1171.126	1.100608061898	1.09444045947183	1.43074272110772
1	17033059	17033146	SDHB	1106.01	1522.41298061225	1530.99237651414	1171.126	0.726484872426147	0.722413786617434	0.944398809351001
1	17044760	17044889	SDHB	884.708	1522.41298061225	1530.99237651414	1171.126	0.58112221274165	0.577865712182292	0.75543365957207
1	17053947	17054020	SDHB	709.432	1522.41298061225	1530.99237651414	1171.126	0.465991822872331	0.463380491557562	0.605769148665472
1	45329305	45329438	MUTYH	935.067	1522.41298061225	1530.99237651414	1127.9281875	0.614200622241119	0.610758756440723	0.829012884297654
1	45330515	45330558	MUTYH	1248.98	1522.41298061225	1530.99237651414	1127.9281875	0.820395001819884	0.815797661150842	1.10732226913161
1	45331181	45331335	MUTYH	2095.17	1522.41298061225	1530.99237651414	1127.9281875	1.37621658950741	1.36850452826579	1.85753847028493
1	45331419	45331557	MUTYH	333.295	1522.41298061225	1530.99237651414	1127.9281875	0.218925484900926	0.217698667291125	0.295493102924161
1	45331660	45331850	MUTYH	645.518	1522.41298061225	1530.99237651414	1127.9281875	0.424009784612058	0.421633712814272	0.572304165419219
1	45332022	45332087	MUTYH	855.545	1522.41298061225	1530.99237651414	1127.9281875	0.561966438079066	0.558817282910292	0.758510168893177
1	45332165	45332311	MUTYH	891.946	1522.41298061225	1530.99237651414	1127.9281875	0.585876507464682	0.582593364723893	0.790782613542939
1	45332390	45332489	MUTYH	729.51	1522.41298061225	1530.99237651414	1127.9281875	0.479180097181399	0.476494861235689	0.646769899081009
1	45332573	45332688	MUTYH	1074.4	1522.41298061225	1530.99237651414	1127.9281875	0.705721780937472	0.701767047623232	0.952542911780011
1	45332762	45332835	MUTYH	1345.99	1522.41298061225	1530.99237651414	1127.9281875	0.884116213629958	0.87916179116753	1.19332951770921
1	45332917	45332960	MUTYH	1023.91	1522.41298061225	1530.99237651414	1127.9281875	0.672557323826961	0.668788437948532	0.907779423678956
1	45333096	45333171	MUTYH	1049.2	1522.41298061225	1530.99237651414	1127.9281875	0.689169110721887	0.685307135486127	0.930201063886436
1	45333284	45333325	MUTYH	1988.62	1522.41298061225	1530.99237651414	1127.9281875	1.30622900968715	1.2989091457972	1.76307323643333
1	45333412	45333604	MUTYH	1415.55	1522.41298061225	1530.99237651414	1127.9281875	0.929806838240914	0.924596374034871	1.2550001105456
1	45334390	45334512	MUTYH	1266.02	1522.41298061225	1530.99237651414	1127.9281875	0.831587759775184	0.826927696976884	1.12242961389774
1	45340218	45340255	MUTYH	1148.13	1522.41298061225	1530.99237651414	1127.9281875	0.754151478357911	0.749925354046595	1.01791054849403
1	161314405	161314426	SDHC	933.773	1522.41298061225	1530.99237651414	1468.5005	0.613350655762589	0.609913553015905	0.635868356871516
1	161323613	161323671	SDHC	1351.51	1522.41298061225	1530.99237651414	1468.5005	0.887742036629563	0.882767295730895	0.920333360458508
1	161328395	161328498	SDHC	877.99	1522.41298061225	1530.99237651414	1468.5005	0.576709481054812	0.573477708621297	0.597881989144709
1	161340593	161340656	SDHC	1686.97	1522.41298061225	1530.99237651414	1468.5005	1.10808960609464	1.10188007848936	1.14877046347618
1	161356676	161356841	SDHC	2544.41	1522.41298061225	1530.99237651414	1468.5005	1.67130077869984	1.66193512066551	1.73265858608833
1	161362328	161362434	SDHC	1416.35	1522.41298061225	1530.99237651414	1468.5005	0.930332319835059	0.925118910928113	0.964487243960761
1	193122200	193122332	CDC73	1669.41	1522.41298061225	1530.99237651414	1593.60794117647	1.09655528510315	1.09041039368271	1.04756631594567
1	193125111	193125218	CDC73	1143.06	1522.41298061225	1530.99237651414	1593.60794117647	0.750821238755013	0.746613776485677	0.717278052189012
1	193130173	193130244	CDC73	1874.15	1522.41298061225	1530.99237651414	1593.60794117647	1.23103916208485	1.22414064808552	1.17604208135184
1	193135390	193135454	CDC73	1857.06	1522.41298061225	1530.99237651414	1593.60794117647	1.21981356152992	1.21297795370365	1.16531798820545
1	193135536	193135590	CDC73	2357.65	1522.41298061225	1530.99237651414	1593.60794117647	1.54862710054657	1.5399488829383	1.47944167387838
1	193138084	193138174	CDC73	975.527	1522.41298061225	1530.99237651414	1593.60794117647	0.64077685386503	0.637186059816408	0.612149936501837
1	193141849	193142067	CDC73	2057.87	1522.41298061225	1530.99237651414	1593.60794117647	1.35171601018037	1.34414124561841	1.29132765144279
1	193147866	193147966	CDC73	1654.77	1522.41298061225	1530.99237651414	1593.60794117647	1.08693897193029	1.08084796853639	1.03837961473659
1	193150303	193150383	CDC73	1139.2	1522.41298061225	1530.99237651414	1593.60794117647	0.748285790063261	0.744092535975787	0.714855875504105
1	193152379	193152445	CDC73	1613.73	1522.41298061225	1530.99237651414	1593.60794117647	1.05998176615062	1.0540418259131	1.01262673101935
1	193203794	193203853	CDC73	1584.75	1522.41298061225	1530.99237651414	1593.60794117647	1.0409461954027	1.03511292695543	0.994441580675149
1	193212064	193212101	CDC73	2039.47	1522.41298061225	1530.99237651414	1593.60794117647	1.33962993351503	1.33212289707386	1.27978152424013
1	193212389	193212478	CDC73	1949.99	1522.41298061225	1530.99237651414	1593.60794117647	1.28085481720985	1.2736771455648	1.22363220564804
1	193232992	193233155	CDC73	1587.75	1522.41298061225	1530.99237651414	1593.60794117647	1.04291675138074	1.03707244030509	0.996324101414714
1	193236255	193236357	CDC73	1708.51	1522.41298061225	1530.99237651414	1593.60794117647	1.12223819801701	1.11594938433988	1.07210183625133
1	193249729	193249872	CDC73	1157.9	1522.41298061225	1530.99237651414	1593.60794117647	0.760568922326413	0.756306835855305	0.726590254780726
1	193250675	193250713	CDC73	720.538	1522.41298061225	1530.99237651414	1593.60794117647	0.473286821103056	0.470634609977986	0.452142576214867
1	241497827	241497971	FH	1975.22	1522.41298061225	1530.99237651414	2124.949	1.29742719298521	1.29015665283541	0.92953760302012
1	241500436	241500591	FH	2048.58	1522.41298061225	1530.99237651414	2124.949	1.34561385516836	1.33807328594564	0.964060784517652
1	241502442	241502571	FH	2318.26	1522.41298061225	1530.99237651414	2124.949	1.52275370055482	1.51422047265733	1.09097206568252
1	241504041	241504246	FH	2696.9	1522.41298061225	1530.99237651414	2124.949	1.77146413906391	1.76153718422849	1.26915987160162
1	241506002	241506169	FH	2546.12	1522.41298061225	1530.99237651414	2124.949	1.67242399560733	1.66305204327482	1.19820287451605
1	241508602	241508786	FH	1543.15	1522.41298061225	1530.99237651414	2124.949	1.01362115250713	1.00794100850688	0.726205664230059
1	241511966	241512144	FH	2192.6	1522.41298061225	1530.99237651414	2124.949	1.44021367915441	1.43214299015143	1.03183652878257
1	241513602	241513714	FH	1497.5	1522.41298061225	1530.99237651414	2124.949	0.983635859041198	0.97812374703629	0.704722795700038
1	241517181	241517317	FH	1940.7	1522.41298061225	1530.99237651414	2124.949	1.27475266219783	1.26760918589204	0.913292507255468
1	241519590	241519723	FH	2490.46	1522.41298061225	1530.99237651414	2124.949	1.63586361369465	1.62669653892754	1.1720093046939
2	29193223	29193923	ALK	1582.47	1522.41298061225	1530.99237651414	1439.096	1.03944857285938	1.03362369680969	1.09962782191042
2	29196769	29196861	ALK	1391.71	1522.41298061225	1530.99237651414	1439.096	0.914147486735376	0.909024774616277	0.967072384330163
2	29197541	29197677	ALK	3073.62	1522.41298061225	1530.99237651414	1439.096	2.01891342174705	2.00759980725588	2.13579914057158
2	29207170	29207273	ALK	713.76	1522.41298061225	1530.99237651414	1439.096	0.468834678296658	0.466207416149998	0.495978030652576
2	29209785	29209879	ALK	925.663	1522.41298061225	1530.99237651414	1439.096	0.608023586101938	0.60461633526067	0.643225330346273
2	29213983	29214082	ALK	1823.05	1522.41298061225	1530.99237651414	1439.096	1.1974740252588	1.19076360402972	1.26680221472369
2	29220705	29220836	ALK	1582.5	1522.41298061225	1530.99237651414	1439.096	1.03946827841916	1.03364329194319	1.09964866833067
2	29222343	29222409	ALK	2067.18	1522.41298061225	1530.99237651414	1439.096	1.35783130223224	1.35022226871351	1.43644343393353
2	29222516	29222608	ALK	354.763	1522.41298061225	1530.99237651414	1439.096	0.233026783479821	0.231720944821259	0.246517952937122
2	29223341	29223529	ALK	1187.68	1522.41298061225	1530.99237651414	1439.096	0.780129974668481	0.775758271706217	0.825295880191454
2	29225460	29225566	ALK	400.411	1522.41298061225	1530.99237651414	1439.096	0.263010763241766	0.261536899949615	0.278237865993652
2	29226921	29227075	ALK	2110.05	1522.41298061225	1530.99237651414	1439.096	1.38599054715852	1.37822371448008	1.46623296847465
2	29227573	29227673	ALK	622.475	1522.41298061225	1530.99237651414	1439.096	0.408873944144688	0.406582690775569	0.432545848226943
2	29228883	29229067	ALK	763.87	1522.41298061225	1530.99237651414	1439.096	0.50174953164995	0.498937820800408	0.53079850128136
2	29232303	29232449	ALK	984.415	1522.41298061225	1530.99237651414	1439.096	0.646614954375987	0.64299144470032	0.684050959769189
2	29233564	29233697	ALK	987.224	1522.41298061225	1530.99237651414	1439.096	0.648460051623431	0.644826202366714	0.686002879585518
2	29239679	29239831	ALK	1757.84	1522.41298061225	1530.99237651414	1439.096	1.15464070681601	1.14817031551938	1.22148904590104
2	29251104	29251268	ALK	768.861	1522.41298061225	1530.99237651414	1439.096	0.505027879945426	0.502197797843118	0.534266650730737
2	29275098	29275228	ALK	3472.34	1522.41298061225	1530.99237651414	1439.096	2.28081344826919	2.26803219484741	2.41286196334365
2	29275401	29275497	ALK	1893.81	1522.41298061225	1530.99237651414	1439.096	1.24395287226098	1.23698199223693	1.31597197129309
2	29296887	29297058	ALK	1444.63	1522.41298061225	1530.99237651414	1439.096	0.948908094188105	0.943590590104197	1.00384546965595
2	29318303	29318405	ALK	1902.24	1522.41298061225	1530.99237651414	1439.096	1.24949013455928	1.24248822474946	1.3218298153841
2	29320750	29320883	ALK	2029.18	1522.41298061225	1530.99237651414	1439.096	1.33287092651033	1.32540176628454	1.41003796828009
2	29328349	29328482	ALK	660.448	1522.41298061225	1530.99237651414	1439.096	0.433816584862799	0.43138555758439	0.458932552102153
2	29383731	29383860	ALK	1750.94	1522.41298061225	1530.99237651414	1439.096	1.15010842806651	1.14366343481517	1.21669436924291
2	29531914	29532117	ALK	1137.85	1522.41298061225	1530.99237651414	1439.096	0.74739903987314	0.743210754968442	0.790669976151695
2	29694849	29695015	ALK	686.814	1522.41298061225	1530.99237651414	1439.096	0.451135144501851	0.448607067243394	0.477253775981588
2	29717577	29717698	ALK	1241.61	1522.41298061225	1530.99237651414	1439.096	0.815554002633818	0.810983790021855	0.862770794999083
2	29919992	29920660	ALK	2416.38	1522.41298061225	1530.99237651414	1439.096	1.58720401807678	1.57830962261339	1.67909576567512
2	47369505	47369582	EPCAM	299.628	1522.41298061225	1530.99237651414	1038.67244444444	0.196811248863303	0.195708355310177	0.28847207953058
2	47373462	47373571	EPCAM	1199.12	1522.41298061225	1530.99237651414	1038.67244444444	0.787644361464762	0.78323054927957	1.15447368071979
2	47373807	47374049	EPCAM	739.23	1522.41298061225	1530.99237651414	1038.67244444444	0.485564698550267	0.482843684488572	0.711706567314773
2	47375233	47375300	EPCAM	1499.28	1522.41298061225	1530.99237651414	1038.67244444444	0.984805055588172	0.979286391623752	1.44345795252316
2	47377013	47377078	EPCAM	1787.95	1522.41298061225	1530.99237651414	1038.67244444444	1.17441852031567	1.16783729783875	1.72138002655527
2	47378952	47379055	EPCAM	952.875	1522.41298061225	1530.99237651414	1038.67244444444	0.625897842526799	0.622390427684277	0.917397014907491
2	47379768	47379970	EPCAM	775.325	1522.41298061225	1530.99237651414	1038.67244444444	0.509273771226122	0.506419895940508	0.746457657702375
2	47385165	47385211	EPCAM	1381.53	1522.41298061225	1530.99237651414	1038.67244444444	0.907460733449874	0.90237549264978	1.33009208763494
2	47386571	47386614	EPCAM	713.114	1522.41298061225	1530.99237651414	1038.67244444444	0.468410351909386	0.465785467608706	0.686562933111626
